TP_FUNDO_CLASSE;CNPJ_FUNDO_CLASSE;DENOM_SOCIAL;DT_COMPTC;TAB_III_VL_PASSIVO;TAB_III_A_VL_PAGAR;TAB_III_A1_VL_CPRAZO;TAB_III_A2_VL_LPRAZO;TAB_III_B_VL_POSICAO_DERIV;TAB_III_B1_VL_TERMO;TAB_III_B2_VL_OPCAO;TAB_III_B3_VL_FUTURO;TAB_III_B4_VL_SWAP_PAGAR
Classe;54.950.304/0001-49;VENTURE FINANCE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;29166.83;29166.83;29166.67;0.16;0.00;0.00;0.00;0.00;0.00
Classe;54.952.663/0001-35;PALMYRA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;54.954.874/0001-07;AMAZÔNIA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;77100.88;77100.88;77100.88;0.00;0.00;0.00;0.00;0.00;0.00
Classe;54.955.983/0001-49;VK MASTER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-02-28;180454.04;180454.04;180454.04;0.00;0.00;0.00;0.00;0.00;0.00
Classe;54.965.252/0001-84;KRENAK FUNDO DE INVESTIMENTOS EM DIREITOS CREDITORIOS;2025-02-28;28450.00;28450.00;28450.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;54.968.056/0001-63;TAYA FGTS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-02-28;177022.17;177022.17;177022.17;0.00;0.00;0.00;0.00;0.00;0.00
Classe;54.968.636/0001-50;BEAUTY E CAFÉ FRANCHISING GROUP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - INDÚSTRIA E COMÉRCIO;2025-02-28;107742.09;107742.09;107742.09;0.00;0.00;0.00;0.00;0.00;0.00
Classe;54.969.186/0001-10;SX CORPORATE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;189653.52;189653.52;189653.52;0.00;0.00;0.00;0.00;0.00;0.00
Classe;54.974.598/0001-49;SOLUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;27874.44;27874.44;27874.44;0.00;0.00;0.00;0.00;0.00;0.00
Classe;54.976.450/0001-43;JGP SPECIAL SITUATIONS IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-02-28;27994.09;27994.09;27994.09;0.00;0.00;0.00;0.00;0.00;0.00
Classe;54.976.534/0001-87;BURITI FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;15829.87;15829.87;15829.87;0.00;0.00;0.00;0.00;0.00;0.00
Classe;54.979.338/0001-66;MEDITERRANEO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;15898.69;15898.69;15898.69;0.00;0.00;0.00;0.00;0.00;0.00
Classe;54.979.779/0001-68;FIDC ACR BEM BANCOS EMISSORES DE CARTÃO DE CRÉDITO - RESPONSABILIDADE LIMITADA;2025-02-28;313727.71;313727.71;313727.71;0.00;0.00;0.00;0.00;0.00;0.00
Classe;54.980.022/0001-94;BLC IV MASTER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;14986.31;14986.31;8758.72;6227.59;0.00;0.00;0.00;0.00;0.00
Classe;54.985.529/0001-30;SBG II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;56921.68;56921.68;56921.67;0.01;0.00;0.00;0.00;0.00;0.00
Classe;54.990.152/0001-08;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS K8 CONSIGNADOS - RESPONSABILIDADE LIMITADA;2025-02-28;53474.58;53474.58;53474.58;0.00;0.00;0.00;0.00;0.00;0.00
Classe;54.994.631/0001-00;BRAVE PFN FUNDO DE INVESTIMENTO EM COTAS DE FIDC DE RESP LIMITADA;2025-02-28;53425.22;53425.22;53425.22;0.00;0.00;0.00;0.00;0.00;0.00
Classe;54.994.713/0001-47;ARTESANAL PFN 2 FUNDO DE INVESTIMENTO EM COTAS DE FIDC DE RESPONSABILIDADE LIMITADA;2025-02-28;118637.02;118637.02;118637.02;0.00;0.00;0.00;0.00;0.00;0.00
Classe;54.994.754/0001-33;ANGÁ PFN FUNDO DE INVESTIMENTO EM COTAS DE FIDC DE RESPONSABILIDADE LIMITADA;2025-02-28;57700.50;57700.50;57700.50;0.00;0.00;0.00;0.00;0.00;0.00
Classe;54.994.808/0001-60;PFN M8 FUNDO DE INVESTIMENTO EM COTAS DE FIDC DE RESPONSABILIDADE LIMITADA;2025-02-28;48614.35;48614.35;48614.35;0.00;0.00;0.00;0.00;0.00;0.00
Classe;54.994.858/0001-48;MILÊNIO PFN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2025-02-28;86439.75;86439.75;86439.75;0.00;0.00;0.00;0.00;0.00;0.00
Classe;54.994.940/0001-72;JIVE BOSSANOVA HIGH YIELD PFN - FIC FIDC DE RESPONSABILIDADE LIMITADA;2025-02-28;115085.32;115085.32;115085.32;0.00;0.00;0.00;0.00;0.00;0.00
Classe;54.994.993/0001-93;DAYCOVAL BOX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2025-02-28;8101.72;8101.72;8101.72;0.00;0.00;0.00;0.00;0.00;0.00
Classe;54.995.026/0001-46;SOLIS PFN FUNDO DE INVESTIMENTO EM COTAS DE FIDC DE RESPONSABILIDADE LIMITADA;2025-02-28;65795.11;65795.11;65795.11;0.00;0.00;0.00;0.00;0.00;0.00
Classe;54.996.578/0001-79;SANREMO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;571253.89;571253.89;569937.22;1316.67;0.00;0.00;0.00;0.00;0.00
Classe;55.013.574/0001-96;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE CONSÓRCIOS YELLOWSTONE - RESPONSABILIDADE LIMITADA;2025-02-28;9282532.17;9282532.17;9282532.17;0.00;0.00;0.00;0.00;0.00;0.00
Classe;55.020.611/0001-93;LCM MOJAVE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-02-28;74940.41;74940.41;74940.41;0.00;0.00;0.00;0.00;0.00;0.00
Classe;55.021.966/0001-05;ARTESANAL IAM HIGH YIELD FIC DE FIDC RESPONSABILIDADE LIMITADA;2025-02-28;13230.76;13230.76;13230.76;0.00;0.00;0.00;0.00;0.00;0.00
Classe;55.037.275/0001-91;W CAPITAL II - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2025-02-28;42214.60;42214.60;42214.60;0.00;0.00;0.00;0.00;0.00;0.00
Classe;55.039.863/0001-64;JIVE DISTRESSED & SPECIAL SITS IV (PROFISSIONAL) FIDC - RESPONSABILIDADE LIMITADA;2025-02-28;18445.84;18445.84;18445.84;0.00;0.00;0.00;0.00;0.00;0.00
Classe;55.048.271/0001-09;ST 1009 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-02-28;52176.74;52176.74;52176.74;0.00;0.00;0.00;0.00;0.00;0.00
Classe;55.051.705/0001-20;REASON X FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-02-28;39216.67;39216.67;37900.00;1316.67;0.00;0.00;0.00;0.00;0.00
Classe;55.051.847/0001-97;CHIRON FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2025-02-28;25527.10;25527.10;25527.10;0.00;0.00;0.00;0.00;0.00;0.00
Classe;55.052.168/0001-32;NOIRE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2025-02-28;25527.10;25527.10;25527.10;0.00;0.00;0.00;0.00;0.00;0.00
Classe;55.054.219/0001-65;DUDE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2025-02-28;25527.10;25527.10;25527.10;0.00;0.00;0.00;0.00;0.00;0.00
Classe;55.054.815/0001-45;TERRAMAGNA II FUNDO DE INVESTIMENTO EM COTAS DE FIAGRO - DIREITOS CREDITÓRIOS;2025-02-28;49786.59;49786.59;43633.37;6153.22;0.00;0.00;0.00;0.00;0.00
Classe;55.064.095/0001-07;PACKERS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;275972.26;275972.26;275972.26;0.00;0.00;0.00;0.00;0.00;0.00
Classe;55.068.896/0001-32;POLÍGONO BRAVO CRÉDITO PRIVADO MULTIESTRATÉGIA FEEDER FI EM COTAS DE FI EM DIREITOS CREDITORIOS;2025-02-28;86679.40;86679.40;86679.40;0.00;0.00;0.00;0.00;0.00;0.00
Classe;55.070.804/0001-59;ESTRATÉGIA VINCULADA II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-02-28;785000.00;785000.00;0.00;785000.00;0.00;0.00;0.00;0.00;0.00
Classe;55.072.790/0001-02;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FUTURO CONSIGNADO PÚBLICO III RESP LTDA;2025-02-28;92939.77;92939.77;0.00;92939.77;0.00;0.00;0.00;0.00;0.00
Classe;55.074.349/0001-60;ESTRATÉGIA ATIVOS JUDICIAIS I - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;8304.57;8304.57;8304.57;0.00;0.00;0.00;0.00;0.00;0.00
Classe;55.074.368/0001-96;PRIMATO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DO AGRONEGÓCIO DE RESPONSABILIDADE LIMITADA;2025-02-28;3635241.28;3635241.28;3635241.28;0.00;0.00;0.00;0.00;0.00;0.00
Classe;55.085.520/0001-36;VOLAR FIC DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-02-28;5500.00;5500.00;5500.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;55.102.194/0001-28;INVEST BRASIL RDD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;113994.31;113994.31;113994.31;0.00;0.00;0.00;0.00;0.00;0.00
Classe;55.102.997/0001-82;ARC FIAGRO - DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-02-28;124214.07;124214.07;124214.07;0.00;0.00;0.00;0.00;0.00;0.00
Classe;55.105.668/0001-95;VITTRA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2025-02-28;33932.55;33932.55;33932.55;0.00;0.00;0.00;0.00;0.00;0.00
Classe;55.106.118/0001-90;DBANK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2025-02-28;48753.56;48753.56;48753.56;0.00;0.00;0.00;0.00;0.00;0.00
Classe;55.106.170/0001-47;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DR. SIM;2025-02-28;5000.00;5000.00;5000.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;55.106.451/0001-08;CAPITALIZA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2025-02-28;57005.03;57005.03;57005.03;0.00;0.00;0.00;0.00;0.00;0.00
Classe;55.112.192/0001-10;BYX MASTER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  RESPONSABILIDADE LIMITADA;2025-02-28;5000.00;5000.00;5000.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;55.122.381/0001-73;FUTURO CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2025-02-28;30941.52;30941.52;30941.52;0.00;0.00;0.00;0.00;0.00;0.00
Classe;55.125.894/0001-38;MTR CRÉDITOS SELECIONADOS I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  RESPONSABILIDADE LIMITADA;2025-02-28;737816.77;737816.77;737816.76;0.01;0.00;0.00;0.00;0.00;0.00
Classe;55.139.905/0001-39;PLGN EQUIPE FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;10706.76;10706.76;10706.76;0.00;0.00;0.00;0.00;0.00;0.00
Classe;55.140.787/0001-89;SOLIS RECEBÍVEIS COMERCIAIS II FI EM COTAS DE FI EM DIREITOS CREDITORIOS RESPONSABILIDADE LIMITADA;2025-02-28;121821.30;121821.30;121821.30;0.00;0.00;0.00;0.00;0.00;0.00
Classe;55.144.736/0001-25;RENOVAGRO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;318916.15;318916.15;318916.15;0.00;0.00;0.00;0.00;0.00;0.00
Classe;55.144.787/0001-57;GERA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;65558.91;65558.91;65558.91;0.00;0.00;0.00;0.00;0.00;0.00
Classe;55.154.982/0001-68;RJ3D FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;30483.00;30483.00;30483.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;55.157.099/0001-21;GOLDEN TREE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CONSIGNADO PRIVADO;2025-02-28;248763.47;248763.47;248763.47;0.00;0.00;0.00;0.00;0.00;0.00
Classe;55.167.862/0001-03;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - PAGBANK MULTIADQUIRÊNCIA - RESPONSABILIDADE LIMITADA;2025-02-28;2142416.01;2142416.01;0.00;2142416.01;0.00;0.00;0.00;0.00;0.00
Classe;55.174.856/0001-75;PONTAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;13316.23;13316.23;13316.23;0.00;0.00;0.00;0.00;0.00;0.00
Classe;55.175.561/0001-13;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PRATA DIGITAL III FGTS RESPONSABILIDADE LIMITADA;2025-02-28;168591.10;168591.10;168591.10;0.00;0.00;0.00;0.00;0.00;0.00
Classe;55.198.653/0001-19;PBG FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2025-02-28;1792160.27;1792160.27;1792160.27;0.00;0.00;0.00;0.00;0.00;0.00
Classe;55.201.186/0001-39;KOLEOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;13000.00;13000.00;13000.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;55.211.792/0001-35;BW2 FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;47843.13;47843.13;47843.12;0.01;0.00;0.00;0.00;0.00;0.00
Classe;55.234.274/0001-37;AZURE CONSIGNADOS II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-02-28;83823.87;83823.87;83823.87;0.00;0.00;0.00;0.00;0.00;0.00
Classe;55.234.575/0001-60;BW 1 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;151569.95;151569.95;151569.95;0.00;0.00;0.00;0.00;0.00;0.00
Classe;55.235.473/0001-60;PMFO M8 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;71786.92;71786.92;71786.92;0.00;0.00;0.00;0.00;0.00;0.00
Classe;55.240.138/0001-50;CAP INVEST FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;4631649.59;4631649.59;4631649.59;0.00;0.00;0.00;0.00;0.00;0.00
Classe;55.241.106/0001-79;ARM CAPITAL PRECATÓRIOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - DE RESPONSABILIDADE LIMITADA;2025-02-28;32519.61;32519.61;0.00;32519.61;0.00;0.00;0.00;0.00;0.00
Classe;55.241.374/0001-90;PORTAL INSUMOS FUNDO DE INVESTIMENTO NAS CADEIAS PRODUTIVAS AGROINDUSTRIAIS FIAGRO - DC;2025-02-28;171724.82;171724.82;0.00;171724.82;0.00;0.00;0.00;0.00;0.00
Classe;55.249.383/0001-28;ALGARVE PRECATÓRIOS I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-02-28;10913.40;10913.40;10913.40;0.00;0.00;0.00;0.00;0.00;0.00
Classe;55.251.626/0001-62;ROTTERDAM FIAGRO - DIREITOS CREDITÓRIOS;2025-02-28;262623.97;262623.97;262623.97;0.00;0.00;0.00;0.00;0.00;0.00
Classe;55.255.330/0001-10;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA INCLUSÃO FINANCEIRA PLUS;2025-02-28;2695315.27;2695315.27;2695315.27;0.00;0.00;0.00;0.00;0.00;0.00
Classe;55.296.116/0001-01;MATRI NOW FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;7045.21;7045.21;7045.21;0.00;0.00;0.00;0.00;0.00;0.00
Classe;55.304.169/0001-27;DIAMANTE 44 CRÉDITOS JUDICIAIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;44292.61;44292.61;44292.61;0.00;0.00;0.00;0.00;0.00;0.00
Classe;55.316.469/0001-26;SOMAPAY CARTÃO CONSIGNADO PÚBLICO  FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESP LIMITADA;2025-02-28;32000.00;32000.00;32000.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;55.318.040/0001-78;SOLIS CAPITAL ANTARES PIONEIRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS;2025-02-28;533965.16;533965.16;514728.52;19236.64;0.00;0.00;0.00;0.00;0.00
Classe;55.325.522/0001-55;POLÍGONO MASTER PRO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;15980.68;15980.68;15980.68;0.00;0.00;0.00;0.00;0.00;0.00
Classe;55.327.697/0001-00;POLÍGONO MASTER QUALI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;2000.00;2000.00;2000.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;55.330.962/0001-09;LEGATUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;18926.06;18926.06;18926.06;0.00;0.00;0.00;0.00;0.00;0.00
Classe;55.331.248/0001-27;DB DRILLING FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2025-02-28;79205399.22;79205399.22;80577.99;79124821.23;0.00;0.00;0.00;0.00;0.00
Classe;55.331.747/0001-14;QUATTRINI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;60373.86;60373.86;60373.86;0.00;0.00;0.00;0.00;0.00;0.00
Classe;55.333.029/0001-87;POTI BANK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;65181.30;65181.30;65181.30;0.00;0.00;0.00;0.00;0.00;0.00
Classe;55.344.996/0001-44;SCARLET FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2025-02-28;2260521.23;2260521.23;2260521.23;0.00;0.00;0.00;0.00;0.00;0.00
Classe;55.345.266/0001-68;GENICART FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NP;2025-02-28;181696.69;181696.69;181696.69;0.00;0.00;0.00;0.00;0.00;0.00
Classe;55.347.951/0001-23;MUGELLO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;19746.04;19746.04;19746.04;0.00;0.00;0.00;0.00;0.00;0.00
Classe;55.363.920/0001-66;PORTO FIC DE FIDC DE RESPONSABILIDADE LIMITADA;2025-02-28;106408.85;106408.85;106408.85;0.00;0.00;0.00;0.00;0.00;0.00
Classe;55.364.540/0001-46;ANGÁ FGTS IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;357863.88;357863.88;357863.88;0.00;0.00;0.00;0.00;0.00;0.00
Classe;55.374.251/0001-28;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS BLUE II SEGMENTO CRÉDITO CORPORATIVO DE RESP LTDA;2025-02-28;168465.32;168465.32;0.00;168465.32;0.00;0.00;0.00;0.00;0.00
Classe;55.383.671/0001-70;AGRO RECEBIVEIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-02-28;35429.37;35429.37;35429.37;0.00;0.00;0.00;0.00;0.00;0.00
Classe;55.395.204/0001-60;MATRI INFINITY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;61958.22;61958.22;61958.22;0.00;0.00;0.00;0.00;0.00;0.00
Classe;55.401.645/0001-28;QUATÁ FDC FGTS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;310415.25;310415.25;310415.25;0.00;0.00;0.00;0.00;0.00;0.00
Classe;55.406.636/0001-20;AERO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;77688.08;77688.08;77688.08;0.00;0.00;0.00;0.00;0.00;0.00
Classe;55.411.764/0001-61;OPENSEA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;111211.94;111211.94;111211.92;0.02;0.00;0.00;0.00;0.00;0.00
Classe;55.412.790/0001-04;BROOKLYN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-02-28;673947.92;673947.92;673947.92;0.00;0.00;0.00;0.00;0.00;0.00
Classe;55.430.470/0001-87;JUMP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-02-28;35843.34;35843.34;35843.34;0.00;0.00;0.00;0.00;0.00;0.00
Classe;55.442.944/0001-00;COPENHAGEN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;55.445.774/0001-18;FRAGATA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;212288.85;212288.85;211579.58;709.27;0.00;0.00;0.00;0.00;0.00
Classe;55.469.182/0001-36;SC1 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2025-02-28;14909.31;14909.31;14909.31;0.00;0.00;0.00;0.00;0.00;0.00
Classe;55.471.175/0001-79;LSP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  RESPONSABILIDADE LIMITADA;2025-02-28;17000.00;17000.00;17000.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;55.471.753/0001-77;SELLER II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO RESP LTDA;2025-02-28;121084.79;121084.79;0.00;121084.79;0.00;0.00;0.00;0.00;0.00
Classe;55.476.342/0001-74;LAVORO AGRO II FIDC DAS CADEIAS PRODUTIVAS AGROINDUSTRIAIS FIAGRO - DIREITOS CREDITÓRIOS RESP LTDA;2025-02-28;260167.76;225637.31;225637.31;0.00;34530.45;0.00;0.00;0.00;34530.45
Classe;55.481.003/0001-86;VB1 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIROS;2025-02-28;40000.00;40000.00;40000.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;55.483.719/0001-12;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FGTS VISION RESPONSABILIDADE LIMITADA;2025-02-28;31395.98;31395.98;31395.98;0.00;0.00;0.00;0.00;0.00;0.00
Classe;55.485.102/0001-36;IGNIS FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;6000.00;6000.00;6000.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;55.486.394/0001-21;CONECTA BRASIL FUNDO DE INVESTIMENTO EM DIREITOS  CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-02-28;98177.85;98177.85;98177.85;0.00;0.00;0.00;0.00;0.00;0.00
Classe;55.490.625/0001-70;PRINZ NEST FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;2511.28;2511.28;0.00;2511.28;0.00;0.00;0.00;0.00;0.00
Classe;55.497.707/0001-47;ROOT CAPITAL HIGH YIELD T360 FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2025-02-28;237402.11;237402.11;237402.11;0.00;0.00;0.00;0.00;0.00;0.00
Classe;55.499.498/0001-70;MENESTYS VII GABLES FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;6000.00;6000.00;6000.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;55.501.349/0001-07;LAUSANNE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2025-02-28;902170.44;902170.44;902170.44;0.00;0.00;0.00;0.00;0.00;0.00
Classe;55.507.846/0001-04;WESTERN ASSET HIGH GRADE ONE FI EM COTAS DE FI EM DIREITOS CREDITORIOS RESPONSABILIDADE LIMITADA;2025-02-28;238800.46;238800.46;238800.46;0.00;0.00;0.00;0.00;0.00;0.00
Classe;55.512.068/0001-41;PRIMER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;25000.00;25000.00;25000.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;55.519.337/0001-00;BT VAREJO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;2214854.86;2214854.86;2214854.86;0.00;0.00;0.00;0.00;0.00;0.00
Classe;55.521.594/0001-78;BTG EMPRESAS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;56829.73;56829.73;56829.73;0.00;0.00;0.00;0.00;0.00;0.00
Classe;55.523.204/0001-07;DMX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL - RESPONSABILIDADE LIMITADA;2025-02-28;1227816.34;1227816.34;1227816.34;0.00;0.00;0.00;0.00;0.00;0.00
Classe;55.539.221/0001-24;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS GENIAL MULTI CONSIGNADOS I;2025-02-28;23566.91;23566.91;23566.91;0.00;0.00;0.00;0.00;0.00;0.00
Classe;55.554.537/0001-95;ITAMARACÁ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-02-28;18000.00;18000.00;18000.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;55.559.261/0001-38;ITAPIRA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;89513.69;89513.69;89513.69;0.00;0.00;0.00;0.00;0.00;0.00
