TP_FUNDO_CLASSE;CNPJ_FUNDO_CLASSE;DENOM_SOCIAL;DT_COMPTC;TAB_III_VL_PASSIVO;TAB_III_A_VL_PAGAR;TAB_III_A1_VL_CPRAZO;TAB_III_A2_VL_LPRAZO;TAB_III_B_VL_POSICAO_DERIV;TAB_III_B1_VL_TERMO;TAB_III_B2_VL_OPCAO;TAB_III_B3_VL_FUTURO;TAB_III_B4_VL_SWAP_PAGAR
Classe;31.739.396/0001-17;LF III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2025-02-28;304936.68;304936.68;304936.68;0.00;0.00;0.00;0.00;0.00;0.00
Classe;31.770.515/0001-02;CASA 5 FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;9199.43;9199.43;9199.43;0.00;0.00;0.00;0.00;0.00;0.00
Classe;31.771.948/0001-74;VLA FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS - RESPONSABILIDADE LIMITADA;2025-02-28;3198219.01;3198219.01;3198218.97;0.04;0.00;0.00;0.00;0.00;0.00
Classe;31.772.126/0001-08;IRLA FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL;2025-02-28;8496888.10;8496888.10;8496888.10;0.00;0.00;0.00;0.00;0.00;0.00
Classe;31.772.157/0001-69;SERRA DO MAR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;193105.76;193105.76;193105.76;0.00;0.00;0.00;0.00;0.00;0.00
Classe;31.844.721/0001-01;PONTUAL BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL - RESPONSABILIDADE LIMIT;2025-02-28;2407068.71;2407068.71;2407068.70;0.01;0.00;0.00;0.00;0.00;0.00
Classe;31.847.511/0001-77;EXITUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;37543.94;37543.94;37543.94;0.00;0.00;0.00;0.00;0.00;0.00
Classe;31.848.028/0001-07;NAZARE MASTER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;77741.99;77741.99;77741.99;0.00;0.00;0.00;0.00;0.00;0.00
Classe;31.881.591/0001-87;3B FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO-PADRONIZADO;2025-02-28;82201.67;82201.67;82201.67;0.00;0.00;0.00;0.00;0.00;0.00
Classe;31.881.619/0001-86;OPTACRED FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;173946.24;173946.24;173946.24;0.00;0.00;0.00;0.00;0.00;0.00
Classe;31.894.563/0001-02;BELSINOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;250480.13;250480.13;250480.02;0.11;0.00;0.00;0.00;0.00;0.00
Classe;31.894.591/0001-11;RIO CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;8887508.00;8887508.00;8887508.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;31.933.790/0001-91;INVISTA ATIVOS ALTERNATIVOS I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;3876277.76;3876277.76;3876277.76;0.00;0.00;0.00;0.00;0.00;0.00
Classe;32.068.046/0001-39;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS BUDAPESTE 01;2025-02-28;606460.21;606460.21;606460.21;0.00;0.00;0.00;0.00;0.00;0.00
Classe;32.101.535/0001-45;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIROS DE RESPONSABILIDADE LIMITADA DMCARD;2025-02-28;24248.58;24248.58;0.00;24248.58;0.00;0.00;0.00;0.00;0.00
Classe;32.113.780/0001-72;PASSO FUNDO RS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PADRONIZADOS ABERTO;2025-02-28;4157979.92;4157979.92;4157979.92;0.00;0.00;0.00;0.00;0.00;0.00
Classe;32.113.853/0001-26;FUNTTEL DPR I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2025-02-28;30000.01;30000.01;30000.01;0.00;0.00;0.00;0.00;0.00;0.00
Classe;32.113.885/0001-21;MN I FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO-PADRONIZADOS;2025-02-28;8791181.31;8791181.31;8791181.31;0.00;0.00;0.00;0.00;0.00;0.00
Classe;32.155.992/0001-12;GOLDEN BIRD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;1048528.14;1048528.14;1048528.14;0.00;0.00;0.00;0.00;0.00;0.00
Classe;32.156.003/0001-05;ATLÂNTICO CORPORATE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO - PADRONIZADOS;2025-02-28;1217569.95;1217569.95;1217569.95;0.00;0.00;0.00;0.00;0.00;0.00
Classe;32.156.017/0001-29;POLONIA FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NÃO PADRONIZADO - FIDC NP;2025-02-28;17499.76;17499.76;17499.76;0.00;0.00;0.00;0.00;0.00;0.00
Classe;32.156.021/0001-97;MISTHOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;16700420.13;16700420.13;76200.43;16624219.70;0.00;0.00;0.00;0.00;0.00
Classe;32.156.038/0001-44;SUN CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2025-02-28;81870.95;81870.95;78070.95;3800.00;0.00;0.00;0.00;0.00;0.00
Classe;32.156.052/0001-48;RONEPAR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;40019.61;40019.61;40019.61;0.00;0.00;0.00;0.00;0.00;0.00
Classe;32.156.057/0001-70;HARVEST FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2025-02-28;207739.99;207739.99;56519.80;151220.19;0.00;0.00;0.00;0.00;0.00
Classe;32.159.534/0001-51;ITAU PRECISION ADVANCED FUNDO DE INVESTIMENTOS EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-02-28;375000.93;375000.93;375000.93;0.00;0.00;0.00;0.00;0.00;0.00
Classe;32.162.586/0001-87;GC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;66784.62;66784.62;66784.58;0.04;0.00;0.00;0.00;0.00;0.00
Classe;32.202.903/0001-41;MATRIZ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;7749922.24;7749922.24;7749922.24;0.00;0.00;0.00;0.00;0.00;0.00
Classe;32.240.412/0001-95;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS ESPORTES;2025-02-28;34545.73;34545.73;32462.40;2083.33;0.00;0.00;0.00;0.00;0.00
Classe;32.273.345/0001-05;PSS ABSOLUTO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO;2025-02-28;979702.45;979702.45;35608.47;944093.98;0.00;0.00;0.00;0.00;0.00
Classe;32.274.238/0001-00;SAM 2 - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;88488.90;88488.90;88488.90;0.00;0.00;0.00;0.00;0.00;0.00
Classe;32.274.315/0001-13;JAZZ FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS  CREDITÓRIOS;2025-02-28;505792.36;505792.36;505792.36;0.00;0.00;0.00;0.00;0.00;0.00
Classe;32.274.338/0001-28;JAZZ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;814420.71;814420.71;814420.71;0.00;0.00;0.00;0.00;0.00;0.00
Classe;32.274.415/0001-40;DELTA ENERGIA STRATEGY - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;143706.11;143706.11;143706.11;0.00;0.00;0.00;0.00;0.00;0.00
Classe;32.274.432/0001-87;MALMO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NP;2025-02-28;4065968.09;4065968.09;4065968.09;0.00;0.00;0.00;0.00;0.00;0.00
Classe;32.274.528/0001-45;SANTA ALICE CRÉDITOS JUDICIAIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;65244.36;65244.36;65244.36;0.00;0.00;0.00;0.00;0.00;0.00
Classe;32.274.571/0001-00;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS V11;2025-02-28;379933.83;379933.83;379933.83;0.00;0.00;0.00;0.00;0.00;0.00
Classe;32.274.625/0001-38;WELLESLEY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-02-28;365053.37;365053.37;365053.37;0.00;0.00;0.00;0.00;0.00;0.00
Classe;32.274.874/0001-23;CREDIT PARTNERS FUNDO DE INVESTIMENTO EM DIREITO CREDITÓRIOS;2025-02-28;3154073.61;3154073.61;3154073.61;0.00;0.00;0.00;0.00;0.00;0.00
Classe;32.287.668/0001-58;ARKOS FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;5712.94;5712.94;5712.94;0.00;0.00;0.00;0.00;0.00;0.00
Classe;32.287.737/0001-23;B4 TRUST FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;44592.20;44592.20;44592.20;0.00;0.00;0.00;0.00;0.00;0.00
Classe;32.302.142/0001-08;AVCALA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;1992347.32;1992347.32;1992347.32;0.00;0.00;0.00;0.00;0.00;0.00
Classe;32.302.163/0001-15;ALPE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;1470705.17;1470705.17;1470705.17;0.00;0.00;0.00;0.00;0.00;0.00
Classe;32.302.284/0001-67;SOLIS WAREHOUSE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL - RESPONSABILIDADE LIMI;2025-02-28;777286.34;777286.34;777286.34;0.00;0.00;0.00;0.00;0.00;0.00
Classe;32.302.296/0001-91;FUNDO DE INVESTIMENTO EM  DIREITOS CREDITÓRIOS SOLIS EXT CAPITAL;2025-02-28;481981.88;481981.88;481981.88;0.00;0.00;0.00;0.00;0.00;0.00
Classe;32.311.976/0001-71;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CREDIBLUE-GENIAL;2025-02-28;457169.26;457169.26;457169.26;0.00;0.00;0.00;0.00;0.00;0.00
Classe;32.316.919/0001-85;CASE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;458312.53;458312.53;458312.53;0.00;0.00;0.00;0.00;0.00;0.00
Classe;32.316.940/0001-80;FINANZI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2025-02-28;1238981.33;1238981.33;1238981.27;0.06;0.00;0.00;0.00;0.00;0.00
Classe;32.321.306/0001-36;ARAGUAIA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;13309875.59;13309875.59;13309875.59;0.00;0.00;0.00;0.00;0.00;0.00
Classe;32.321.307/0001-80;CITY - 02 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS RESPONSABILIDADE ILIMITADA;2025-02-28;5094110.22;5094110.22;4767089.04;327021.18;0.00;0.00;0.00;0.00;0.00
Classe;32.388.130/0001-30;PCS II BT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃOPADRONIZADOS;2025-02-28;30596.00;30596.00;30596.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;32.388.135/0001-62;MULTIAGRO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;10579757.87;9071139.45;9071139.08;0.37;1508618.42;1508618.42;0.00;0.00;0.00
Classe;32.388.169/0001-57;CANAL 47 FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO PADRONIZADO;2025-02-28;93435.01;93435.01;93435.01;0.00;0.00;0.00;0.00;0.00;0.00
Classe;32.388.171/0001-26;UNIQUE AAA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;6983122.57;6983122.57;6983122.57;0.00;0.00;0.00;0.00;0.00;0.00
Classe;32.388.176/0001-59;BOMTRATO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - NÃO PADRONIZADOS;2025-02-28;232015.44;232015.44;232015.44;0.00;0.00;0.00;0.00;0.00;0.00
Classe;32.388.184/0001-03;PSS PRINCIPAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - NÃO PADRONIZADOS;2025-02-28;35473.37;35473.37;35473.37;0.00;0.00;0.00;0.00;0.00;0.00
Classe;32.388.193/0001-96;PSS KYROS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - NÃO PADRONIZADOS;2025-02-28;18340.84;18340.84;18340.84;0.00;0.00;0.00;0.00;0.00;0.00
Classe;32.388.204/0001-38;RADIX SENIOR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-02-28;1806424.26;1806424.26;1806424.26;0.00;0.00;0.00;0.00;0.00;0.00
Classe;32.400.342/0001-95;KYKLOS N FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE  LIMITADA;2025-02-28;2298360.32;2298360.32;2298360.32;0.00;0.00;0.00;0.00;0.00;0.00
Classe;32.510.444/0001-63;G5 EO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2025-02-28;16743.06;16743.06;16743.06;0.00;0.00;0.00;0.00;0.00;0.00
Classe;32.510.527/0001-52;CANAL 56 FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO PADRONIZADOS;2025-02-28;23045.37;23045.37;23045.37;0.00;0.00;0.00;0.00;0.00;0.00
Classe;32.510.577/0001-30;MULTIPLICA LONG TERM LONGO PRAZO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;450654.26;450654.26;450654.26;0.00;0.00;0.00;0.00;0.00;0.00
Classe;32.510.621/0001-01;MANI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;108613.02;108613.02;108612.97;0.05;0.00;0.00;0.00;0.00;0.00
Classe;32.511.204/0001-83;ALLUGG FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;60126.95;60126.95;60126.95;0.00;0.00;0.00;0.00;0.00;0.00
Classe;32.511.268/0001-84;PREMIER RP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;676525.51;676525.51;676525.51;0.00;0.00;0.00;0.00;0.00;0.00
Classe;32.511.681/0001-49;BLP PCJ VII FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-02-28;6339784.89;6339784.89;3000.00;6336784.89;0.00;0.00;0.00;0.00;0.00
Classe;32.517.659/0001-06;AMB FUNDO DE INVESTIMENTOS EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2025-02-28;526456.19;526456.19;526456.15;0.04;0.00;0.00;0.00;0.00;0.00
Classe;32.525.711/0001-76;UNIÃO LONG PRAZO FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;54208.92;54208.92;54208.92;0.00;0.00;0.00;0.00;0.00;0.00
Classe;32.526.025/0001-10;COBUCCIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  DE CLASSE ÚNICA FECHADA DE RESPONS LIMITADA;2025-02-28;21478734.31;21478734.31;21478734.20;0.11;0.00;0.00;0.00;0.00;0.00
Classe;32.527.650/0001-86;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS PICPAY I;2025-02-28;454868.17;454868.17;454868.17;0.00;0.00;0.00;0.00;0.00;0.00
Classe;32.528.203/0001-41;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS EV CONSIGNADO FEDERAL II (F2);2025-02-28;1546699.86;1546699.86;1546699.86;0.00;0.00;0.00;0.00;0.00;0.00
Classe;32.528.241/0001-02;DANIELE MÚLTIPLO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;26457932.53;26457932.53;26457932.53;0.00;0.00;0.00;0.00;0.00;0.00
Classe;32.623.411/0001-20;BRAZIL MEDIUM TERM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS MULTISSETORIAL;2025-02-28;11415513.54;11415513.54;20867.31;11394646.23;0.00;0.00;0.00;0.00;0.00
Classe;32.670.379/0001-33;ALLIANCE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;368280.74;368280.74;368280.74;0.00;0.00;0.00;0.00;0.00;0.00
Classe;32.696.765/0001-02;G5 FINTECH FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;27128.91;27128.91;27128.91;0.00;0.00;0.00;0.00;0.00;0.00
Classe;32.724.252/0001-50;RB CAPITAL CREDIT ALPHA STRATEGY I FIDC - RESPONSABILIDADE LIMITADA;2025-02-28;2624543.48;2624543.48;0.00;2624543.48;0.00;0.00;0.00;0.00;0.00
Classe;32.771.763/0001-22;SÃO MARTINHO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2025-02-28;139257.22;139257.22;135128.44;4128.78;0.00;0.00;0.00;0.00;0.00
Classe;32.774.233/0001-38;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PRECATÓRIOS BRASIL;2025-02-28;4644898.53;4644898.53;244242.53;4400656.00;0.00;0.00;0.00;0.00;0.00
Classe;32.907.712/0001-85;ALIANÇA CRED FUNDO DE INVESTIMENTO EM  DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2025-02-28;1903640.70;1903640.70;1903640.70;0.00;0.00;0.00;0.00;0.00;0.00
Classe;32.933.119/0001-03;AMPLIC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;462137.62;462137.62;462137.62;0.00;0.00;0.00;0.00;0.00;0.00
Classe;32.948.513/0001-15;LANA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;466269.32;466269.32;466269.32;0.00;0.00;0.00;0.00;0.00;0.00
Classe;32.948.668/0001-51;G5 CRÉDITOS CONDOMINIAIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - NÃO PADRONIZADOS;2025-02-28;1680826.48;1680826.48;1680826.40;0.08;0.00;0.00;0.00;0.00;0.00
Classe;32.969.493/0001-69;LIBER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO;2025-02-28;809569.81;809569.81;809569.77;0.04;0.00;0.00;0.00;0.00;0.00
Classe;32.969.565/0001-78;SANTIAGO HOME EQUITY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;421528.44;421528.44;421528.44;0.00;0.00;0.00;0.00;0.00;0.00
Classe;32.990.687/0001-46;MUNDI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENT0S;2025-02-28;1430777.07;1430777.07;1430777.07;0.00;0.00;0.00;0.00;0.00;0.00
Classe;32.990.730/0001-73;C+ VALORA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;912641.06;912641.06;910324.39;2316.67;0.00;0.00;0.00;0.00;0.00
Classe;32.990.792/0001-85;STEEL BANK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;33076.51;33076.51;33076.49;0.02;0.00;0.00;0.00;0.00;0.00
Classe;32.999.032/0001-39;MATRIZ FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;2815792.45;2815792.45;2815792.45;0.00;0.00;0.00;0.00;0.00;0.00
Classe;32.999.089/0001-38;STRUCTURE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;27247151.25;27247151.25;27247151.25;0.00;0.00;0.00;0.00;0.00;0.00
Classe;33.003.417/0001-67;VASTA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;244601.61;244601.61;244601.61;0.00;0.00;0.00;0.00;0.00;0.00
Classe;33.019.220/0001-16;GENESIS FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE  LIMITADA;2025-02-28;5784969.31;5784969.31;5784969.31;0.00;0.00;0.00;0.00;0.00;0.00
Classe;33.076.242/0001-18;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ALBAUGH RESPONSABILIDADE LIMITADA;2025-02-28;4934623.51;4934623.51;0.00;4934623.51;0.00;0.00;0.00;0.00;0.00
Classe;33.079.358/0001-00;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SILVERSTONES;2025-02-28;466524.18;466524.18;0.00;466524.18;0.00;0.00;0.00;0.00;0.00
Classe;33.133.194/0001-52;JES FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS;2025-02-28;374579.84;374579.84;374579.84;0.00;0.00;0.00;0.00;0.00;0.00
Classe;33.180.054/0001-35;ETR CAPITAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;33190.84;33190.84;33190.84;0.00;0.00;0.00;0.00;0.00;0.00
Classe;33.254.370/0001-04;MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO;2025-02-28;163435140.68;163435140.68;163435140.68;0.00;0.00;0.00;0.00;0.00;0.00
Classe;33.256.234/0001-53;ARTESANAL PFN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-02-28;1382573.95;1382573.95;1382573.95;0.00;0.00;0.00;0.00;0.00;0.00
Classe;33.269.968/0001-77;ASPEN FUNDO DE INVESTIMENTO EM COTAS DE FIDC DE RESPONSABILIDADE LIMITADA;2025-02-28;403106.69;403106.69;403106.69;0.00;0.00;0.00;0.00;0.00;0.00
Classe;33.289.359/0001-80;NOVA CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;2789392.86;2789392.86;2789392.13;0.73;0.00;0.00;0.00;0.00;0.00
Classe;33.447.973/0001-22;LEGACY A FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;20314.69;20314.69;20314.69;0.00;0.00;0.00;0.00;0.00;0.00
Classe;33.475.421/0001-28;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS AZQ ALL CREDIT HY DE RESPONSABILIDADE ILIMITADA;2025-02-28;2552676.78;2552676.78;2552676.78;0.00;0.00;0.00;0.00;0.00;0.00
Classe;33.475.501/0001-83;XPJUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;4279992.08;4279992.08;4279992.08;0.00;0.00;0.00;0.00;0.00;0.00
Classe;33.489.701/0001-95;EXTRA BALANCE TOP SIERRA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO FINANCEIRO;2025-02-28;2341774.70;2341774.70;2341774.70;0.00;0.00;0.00;0.00;0.00;0.00
Classe;33.490.076/0001-00;ASSET BANK - II FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2025-02-28;14164055.63;14164055.63;14164055.63;0.00;0.00;0.00;0.00;0.00;0.00
Classe;33.499.715/0001-90;ATICCA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORI;2025-02-28;21966.37;21966.37;21966.36;0.01;0.00;0.00;0.00;0.00;0.00
Classe;33.499.726/0001-70;BRISTOL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2025-02-28;1646516.14;1646516.14;1646516.14;0.00;0.00;0.00;0.00;0.00;0.00
Classe;33.512.396/0001-05;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CREDITAS AUTO IV RESPONSABILIDADE LIMITADA;2025-02-28;415673.46;415673.46;415673.46;0.00;0.00;0.00;0.00;0.00;0.00
Classe;33.512.447/0001-07;DESKONT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;64925.83;64925.83;64925.83;0.00;0.00;0.00;0.00;0.00;0.00
Classe;33.512.487/0001-40;WHITE TIGER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;53919.50;53919.50;53919.50;0.00;0.00;0.00;0.00;0.00;0.00
Classe;33.512.746/0001-33;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS BRZ CAPITAL CONSIG I RESPONSABILIDADE LIMITADA;2025-02-28;282168.63;282168.63;282168.63;0.00;0.00;0.00;0.00;0.00;0.00
Classe;33.521.203/0001-82;VALYOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS IMOBILIÁRIOS DE RESPONSABILIDADE LIMITADA;2025-02-28;103880.66;103880.66;103880.66;0.00;0.00;0.00;0.00;0.00;0.00
Classe;33.521.644/0001-84;ITÁLIA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;11192.45;11192.45;11192.45;0.00;0.00;0.00;0.00;0.00;0.00
Classe;33.588.243/0001-41;SIZE FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2025-02-28;7683476.87;7683476.87;7683476.72;0.15;0.00;0.00;0.00;0.00;0.00
Classe;33.632.618/0001-23;NOVA CAPITAL FUNDO DE INVESTIMENTO EM QUOTAS FUNDOS DE INVESTIMENTO EM DIREITOS CREDITORIOS;2025-02-28;19566.53;19566.53;19566.53;0.00;0.00;0.00;0.00;0.00;0.00
Classe;33.701.253/0001-41;TRADIÇÃO FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2025-02-28;482265.50;482265.50;482265.50;0.00;0.00;0.00;0.00;0.00;0.00
Classe;33.701.265/0001-76;FXN CAPITAL FUNDO DE INVESTIMENTOS EM DIREITOS CREDITORIOS;2025-02-28;1198173.91;1198173.91;956059.63;242114.28;0.00;0.00;0.00;0.00;0.00
Classe;33.701.697/0001-87;MELBOURNE FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2025-02-28;6812355.03;6812355.03;6656175.20;156179.83;0.00;0.00;0.00;0.00;0.00
Classe;33.736.744/0001-28;VOLPATO - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;69025.03;69025.03;69025.03;0.00;0.00;0.00;0.00;0.00;0.00
Classe;33.823.914/0001-01;CROWN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2025-02-28;181635.36;181635.36;179652.00;1983.36;0.00;0.00;0.00;0.00;0.00
