TP_FUNDO_CLASSE;CNPJ_FUNDO_CLASSE;DENOM_SOCIAL;DT_COMPTC;TAB_X_CLASSE_SERIE;TAB_X_VL_RENTAB_MES
Classe;11.823.118/0001-36;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL PREVIA;2025-02-28;Subclasse Senior Série 4;0.00
Classe;11.823.118/0001-36;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL PREVIA;2025-02-28;Subclasse Senior Série 5;1.29
Classe;11.823.118/0001-36;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL PREVIA;2025-02-28;Subclasse Senior Série 6;1.29
Classe;11.823.118/0001-36;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL PREVIA;2025-02-28;Subclasse Subordinada Subordinada 1 |;1.28
Classe;11.823.118/0001-36;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL PREVIA;2025-02-28;Subclasse Subordinada Mezanino 1 | Série 1;1.24
Classe;11.827.500/0001-18;FC FI EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-02-28;Subclasse Senior;0.00
Classe;11.827.500/0001-18;FC FI EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-02-28;Subclasse Subordinada  |;0.00
Classe;11.888.461/0001-69;ITU FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITORIOS;2025-02-28;Subclasse Senior Série 1;0.99
Classe;11.888.461/0001-69;ITU FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITORIOS;2025-02-28;Subclasse Subordinada  |;0.00
Classe;11.902.354/0001-48;FM1 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS-  RESPONSABILIDADE LIMITADA;2025-02-28;Subclasse Senior;0.00
Classe;11.902.354/0001-48;FM1 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS-  RESPONSABILIDADE LIMITADA;2025-02-28;Subclasse Subordinada  |;0.00
Classe;11.989.256/0001-90;FIDC MULTISETORIAL MASTER II;2025-02-28;Subclasse Senior;1.09
Classe;11.989.256/0001-90;FIDC MULTISETORIAL MASTER II;2025-02-28;Subclasse Subordinada Subordinada 1 |;0.00
Classe;12.036.226/0001-21;SG III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2025-02-28;Subclasse Senior Série 1;1.90
Classe;12.036.226/0001-21;SG III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2025-02-28;Subclasse Subordinada Subordinada 1 |;0.00
Classe;12.036.247/0001-47;SG III FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NP;2025-02-28;Subclasse Senior Série 1;-74.90
Classe;12.036.247/0001-47;SG III FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NP;2025-02-28;Subclasse Subordinada Subordinada 2 |;0.00
Classe;12.093.804/0001-61;CAPITAL ANNEX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2025-02-28;Subclasse Senior Série 1;1.13
Classe;12.093.804/0001-61;CAPITAL ANNEX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2025-02-28;Subclasse Subordinada Subordinada 1 |;1.94
Classe;12.138.813/0001-21;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISETORIAL MASTER III;2025-02-28;Subclasse Senior;-0.83
Classe;12.138.813/0001-21;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISETORIAL MASTER III;2025-02-28;Subclasse Subordinada Subordinada 1 |;0.00
Classe;12.138.862/0001-64;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISETORIAL SILVERADO MAXIMUM II;2025-02-28;Subclasse Senior Série 1;0.00
Classe;12.138.862/0001-64;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISETORIAL SILVERADO MAXIMUM II;2025-02-28;Subclasse Subordinada Mezanino 1 | Série 1;0.00
Classe;12.144.737/0001-67;CREDIT BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL MASTER - EM LIQUIDAÇÃO;2025-02-28;Subclasse Senior Série 1;0.00
Classe;12.144.737/0001-67;CREDIT BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL MASTER - EM LIQUIDAÇÃO;2025-02-28;Subclasse Senior Série 2;0.00
Classe;12.144.737/0001-67;CREDIT BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL MASTER - EM LIQUIDAÇÃO;2025-02-28;Subclasse Senior Série 3;0.00
Classe;12.144.737/0001-67;CREDIT BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL MASTER - EM LIQUIDAÇÃO;2025-02-28;Subclasse Senior Série 4;0.00
Classe;12.144.737/0001-67;CREDIT BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL MASTER - EM LIQUIDAÇÃO;2025-02-28;Subclasse Senior Série 5;0.00
Classe;12.144.737/0001-67;CREDIT BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL MASTER - EM LIQUIDAÇÃO;2025-02-28;Subclasse Senior Série 6;0.00
Classe;12.144.737/0001-67;CREDIT BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL MASTER - EM LIQUIDAÇÃO;2025-02-28;Subclasse Senior Série 7;0.00
Classe;12.144.737/0001-67;CREDIT BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL MASTER - EM LIQUIDAÇÃO;2025-02-28;Subclasse Senior Série 8;0.00
Classe;12.144.737/0001-67;CREDIT BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL MASTER - EM LIQUIDAÇÃO;2025-02-28;Subclasse Senior Série 9;0.00
Classe;12.144.737/0001-67;CREDIT BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL MASTER - EM LIQUIDAÇÃO;2025-02-28;Subclasse Senior Série 10;0.00
Classe;12.144.737/0001-67;CREDIT BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL MASTER - EM LIQUIDAÇÃO;2025-02-28;Subclasse Senior Série 11;0.00
Classe;12.144.737/0001-67;CREDIT BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL MASTER - EM LIQUIDAÇÃO;2025-02-28;Subclasse Senior Série 12;0.00
Classe;12.144.737/0001-67;CREDIT BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL MASTER - EM LIQUIDAÇÃO;2025-02-28;Subclasse Senior Série 13;-8.94
Classe;12.144.737/0001-67;CREDIT BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL MASTER - EM LIQUIDAÇÃO;2025-02-28;Subclasse Senior Série 14;-1.40
Classe;12.144.737/0001-67;CREDIT BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL MASTER - EM LIQUIDAÇÃO;2025-02-28;Subclasse Subordinada Mezanino 1 | Série 1;0.00
Classe;12.144.737/0001-67;CREDIT BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL MASTER - EM LIQUIDAÇÃO;2025-02-28;Subclasse Subordinada Mezanino 2 | Série 1;0.00
Classe;12.144.737/0001-67;CREDIT BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL MASTER - EM LIQUIDAÇÃO;2025-02-28;Subclasse Subordinada Mezanino 3 | Série 1;0.00
Classe;12.144.737/0001-67;CREDIT BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL MASTER - EM LIQUIDAÇÃO;2025-02-28;Subclasse Subordinada Mezanino 4 | Série 1;0.00
Classe;12.144.737/0001-67;CREDIT BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL MASTER - EM LIQUIDAÇÃO;2025-02-28;Subclasse Subordinada Mezanino 5 | Série 1;0.00
Classe;12.144.737/0001-67;CREDIT BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL MASTER - EM LIQUIDAÇÃO;2025-02-28;Subclasse Subordinada Mezanino 6 | Série 1;0.00
Classe;12.144.737/0001-67;CREDIT BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL MASTER - EM LIQUIDAÇÃO;2025-02-28;Subclasse Subordinada Mezanino 7 | Série 1;0.00
Classe;12.144.737/0001-67;CREDIT BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL MASTER - EM LIQUIDAÇÃO;2025-02-28;Subclasse Subordinada Mezanino 8 | Série 1;0.00
Classe;12.144.737/0001-67;CREDIT BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL MASTER - EM LIQUIDAÇÃO;2025-02-28;Subclasse Subordinada Mezanino 9 | Série 1;0.00
Classe;12.144.737/0001-67;CREDIT BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL MASTER - EM LIQUIDAÇÃO;2025-02-28;Subclasse Subordinada Mezanino 10 | Série 1;0.00
Classe;12.144.737/0001-67;CREDIT BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL MASTER - EM LIQUIDAÇÃO;2025-02-28;Subclasse Subordinada Mezanino 11 | Série 1;0.00
Classe;12.144.737/0001-67;CREDIT BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL MASTER - EM LIQUIDAÇÃO;2025-02-28;Subclasse Subordinada Subordinada 1 |;0.00
Classe;12.167.116/0001-07;VIA INVEST FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL RESPONSABILIDADE LIMITADA;2025-02-28;Subclasse Senior Série 2;0.00
Classe;12.167.116/0001-07;VIA INVEST FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL RESPONSABILIDADE LIMITADA;2025-02-28;Subclasse Senior Série 3;0.00
Classe;12.167.116/0001-07;VIA INVEST FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL RESPONSABILIDADE LIMITADA;2025-02-28;Subclasse Senior Série 4;0.00
Classe;12.167.116/0001-07;VIA INVEST FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL RESPONSABILIDADE LIMITADA;2025-02-28;Subclasse Senior Série 5;0.00
Classe;12.167.116/0001-07;VIA INVEST FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL RESPONSABILIDADE LIMITADA;2025-02-28;Subclasse Senior Série 6;0.00
Classe;12.167.116/0001-07;VIA INVEST FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL RESPONSABILIDADE LIMITADA;2025-02-28;Subclasse Senior Série 7;1.26
Classe;12.167.116/0001-07;VIA INVEST FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL RESPONSABILIDADE LIMITADA;2025-02-28;Subclasse Senior Série 8;1.26
Classe;12.167.116/0001-07;VIA INVEST FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL RESPONSABILIDADE LIMITADA;2025-02-28;Subclasse Subordinada Mezanino 1 | Série 1;0.00
Classe;12.167.116/0001-07;VIA INVEST FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL RESPONSABILIDADE LIMITADA;2025-02-28;Subclasse Subordinada Mezanino 2 | Série 2;0.00
Classe;12.167.116/0001-07;VIA INVEST FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL RESPONSABILIDADE LIMITADA;2025-02-28;Subclasse Subordinada Mezanino 3 | Série 3;0.00
Classe;12.167.116/0001-07;VIA INVEST FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL RESPONSABILIDADE LIMITADA;2025-02-28;Subclasse Subordinada Mezanino 4 | Série 4;0.00
Classe;12.167.116/0001-07;VIA INVEST FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL RESPONSABILIDADE LIMITADA;2025-02-28;Subclasse Subordinada Mezanino 5 | Série 5;1.34
Classe;12.167.116/0001-07;VIA INVEST FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL RESPONSABILIDADE LIMITADA;2025-02-28;Subclasse Subordinada Mezanino 6 | Série 8;1.34
Classe;12.167.116/0001-07;VIA INVEST FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL RESPONSABILIDADE LIMITADA;2025-02-28;Subclasse Subordinada Mezanino 7 | Série 9;1.34
Classe;12.167.116/0001-07;VIA INVEST FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL RESPONSABILIDADE LIMITADA;2025-02-28;Subclasse Subordinada Subordinada 1 |;0.53
Classe;12.182.585/0001-97;AGRO 1 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2025-02-28;Subclasse Senior;0.00
Classe;12.182.585/0001-97;AGRO 1 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2025-02-28;Subclasse Subordinada Subordinada 1 |;0.00
Classe;12.227.850/0001-06;G5 BR INFRA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2025-02-28;Subclasse Senior;0.00
Classe;12.227.850/0001-06;G5 BR INFRA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2025-02-28;Subclasse Subordinada Subordinada 1 |;0.36
Classe;12.236.809/0001-04;PLR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;Subclasse Senior Série 1;0.00
Classe;12.236.809/0001-04;PLR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;Subclasse Subordinada Subordinada 1 |;1.95
Classe;12.254.372/0001-23;GARSON - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;Subclasse Senior Série 1;1.25
Classe;12.254.372/0001-23;GARSON - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;Subclasse Senior Série 2;1.22
Classe;12.254.372/0001-23;GARSON - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;Subclasse Senior Série 3;0.00
Classe;12.254.372/0001-23;GARSON - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;Subclasse Senior Série 4;0.00
Classe;12.254.372/0001-23;GARSON - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;Subclasse Senior Série 5;0.00
Classe;12.254.372/0001-23;GARSON - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;Subclasse Senior Série 6;0.00
Classe;12.254.372/0001-23;GARSON - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;Subclasse Senior Série 7;0.00
Classe;12.254.372/0001-23;GARSON - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;Subclasse Senior Série 8;0.00
Classe;12.254.372/0001-23;GARSON - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;Subclasse Senior Série 9;1.20
Classe;12.254.372/0001-23;GARSON - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;Subclasse Senior Série 10;1.18
Classe;12.254.372/0001-23;GARSON - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;Subclasse Senior Série 11;1.20
Classe;12.254.372/0001-23;GARSON - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;Subclasse Senior Série 12;1.21
Classe;12.254.372/0001-23;GARSON - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;Subclasse Senior Série 13;1.21
Classe;12.254.372/0001-23;GARSON - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;Subclasse Senior Série 14;1.20
Classe;12.254.372/0001-23;GARSON - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;Subclasse Senior Série 15;1.20
Classe;12.254.372/0001-23;GARSON - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;Subclasse Senior Série 16;1.20
Classe;12.254.372/0001-23;GARSON - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;Subclasse Senior Série 17;0.78
Classe;12.254.372/0001-23;GARSON - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;Subclasse Subordinada Subordinada 1 |;1.78
Classe;12.254.372/0001-23;GARSON - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;Subclasse Subordinada Mezanino 1 | Série 1;1.28
Classe;12.254.372/0001-23;GARSON - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;Subclasse Subordinada Mezanino 2 | Série 1;1.28
Classe;12.254.372/0001-23;GARSON - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;Subclasse Subordinada Mezanino 3 | Série 1;1.21
Classe;12.330.846/0001-79;LHOTSE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2025-02-28;Subclasse Senior;0.00
Classe;12.330.846/0001-79;LHOTSE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2025-02-28;Subclasse Subordinada Subordinada 1 |;-0.23
Classe;12.377.935/0001-70;MATURITY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  MULTISSEGMENTOS;2025-02-28;Subclasse Senior Série 1;1.26
Classe;12.377.935/0001-70;MATURITY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  MULTISSEGMENTOS;2025-02-28;Subclasse Subordinada Subordinada 1 |;1.74
Classe;12.385.897/0001-06;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RED P;2025-02-28;Subclasse Senior Série 1;0.00
Classe;12.385.897/0001-06;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RED P;2025-02-28;Subclasse Subordinada Subordinada 1 |;1.44
Classe;12.385.897/0001-06;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RED P;2025-02-28;Subclasse Subordinada Mezanino 1 | Série 1;1.22
Classe;12.400.421/0001-99;LIBRA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2025-02-28;Subclasse Senior Série 1;0.00
Classe;12.400.421/0001-99;LIBRA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2025-02-28;Subclasse Senior Série 2;0.00
Classe;12.400.421/0001-99;LIBRA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2025-02-28;Subclasse Senior Série 3;0.00
Classe;12.400.421/0001-99;LIBRA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2025-02-28;Subclasse Senior Série 4;0.00
Classe;12.400.421/0001-99;LIBRA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2025-02-28;Subclasse Senior Série 5;0.00
Classe;12.400.421/0001-99;LIBRA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2025-02-28;Subclasse Senior Série 6;0.00
Classe;12.400.421/0001-99;LIBRA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2025-02-28;Subclasse Senior Série 7;0.00
Classe;12.400.421/0001-99;LIBRA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2025-02-28;Subclasse Senior Série 8;1.24
Classe;12.400.421/0001-99;LIBRA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2025-02-28;Subclasse Senior Série 9;0.00
Classe;12.400.421/0001-99;LIBRA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2025-02-28;Subclasse Senior Série 10;1.24
Classe;12.400.421/0001-99;LIBRA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2025-02-28;Subclasse Senior Série 11;1.22
Classe;12.400.421/0001-99;LIBRA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2025-02-28;Subclasse Senior Série 12;1.19
Classe;12.400.421/0001-99;LIBRA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2025-02-28;Subclasse Subordinada Mezanino 1 | Série 1;0.00
Classe;12.400.421/0001-99;LIBRA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2025-02-28;Subclasse Subordinada Mezanino 2 | Série 2;0.00
Classe;12.400.421/0001-99;LIBRA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2025-02-28;Subclasse Subordinada Mezanino 3 | Série 3;0.00
Classe;12.400.421/0001-99;LIBRA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2025-02-28;Subclasse Subordinada Mezanino 4 | Série 2;1.30
Classe;12.400.421/0001-99;LIBRA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2025-02-28;Subclasse Subordinada Subordinada 1 |;1.86
Classe;12.400.426/0001-11;MOKA FUND I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;Subclasse Senior Série 2;0.00
Classe;12.400.426/0001-11;MOKA FUND I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;Subclasse Senior Série 1;1.26
Classe;12.400.426/0001-11;MOKA FUND I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;Subclasse Senior Série 3;0.00
Classe;12.400.426/0001-11;MOKA FUND I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;Subclasse Senior Série 4;0.00
Classe;12.400.426/0001-11;MOKA FUND I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;Subclasse Senior Série 5;0.00
Classe;12.400.426/0001-11;MOKA FUND I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;Subclasse Senior Série 6;0.00
Classe;12.400.426/0001-11;MOKA FUND I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;Subclasse Subordinada Mezanino 1 | Série 1;1.39
Classe;12.400.426/0001-11;MOKA FUND I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;Subclasse Subordinada Subordinada 1 |;-0.31
Classe;12.428.086/0001-37;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS MULTISSETORIAL BS NP;2025-02-28;Subclasse Senior Série 1;0.00
Classe;12.428.086/0001-37;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS MULTISSETORIAL BS NP;2025-02-28;Subclasse Senior Série 2;0.96
Classe;12.428.086/0001-37;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS MULTISSETORIAL BS NP;2025-02-28;Subclasse Senior Série 3;0.99
Classe;12.428.086/0001-37;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS MULTISSETORIAL BS NP;2025-02-28;Subclasse Senior Série 4;0.99
Classe;12.428.086/0001-37;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS MULTISSETORIAL BS NP;2025-02-28;Subclasse Senior Série 5;0.99
Classe;12.428.086/0001-37;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS MULTISSETORIAL BS NP;2025-02-28;Subclasse Senior Série 6;0.99
Classe;12.428.086/0001-37;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS MULTISSETORIAL BS NP;2025-02-28;Subclasse Senior Série 7;1.00
Classe;12.428.086/0001-37;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS MULTISSETORIAL BS NP;2025-02-28;Subclasse Senior Série 8;0.99
Classe;12.428.086/0001-37;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS MULTISSETORIAL BS NP;2025-02-28;Subclasse Senior Série 9;0.00
Classe;12.428.086/0001-37;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS MULTISSETORIAL BS NP;2025-02-28;Subclasse Senior Série 11;1.02
Classe;12.428.086/0001-37;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS MULTISSETORIAL BS NP;2025-02-28;Subclasse Senior Série 10;1.02
Classe;12.428.086/0001-37;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS MULTISSETORIAL BS NP;2025-02-28;Subclasse Senior Série 14;0.00
Classe;12.428.086/0001-37;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS MULTISSETORIAL BS NP;2025-02-28;Subclasse Senior Série 15;1.03
Classe;12.428.086/0001-37;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS MULTISSETORIAL BS NP;2025-02-28;Subclasse Subordinada Mezanino 1 | Série 12;0.00
Classe;12.428.086/0001-37;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS MULTISSETORIAL BS NP;2025-02-28;Subclasse Subordinada Subordinada 1 |;0.00
Classe;12.440.789/0001-80;LME REC MULTISETORIAL IPCA - FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2025-02-28;Subclasse Senior Série 1;-1.90
Classe;12.440.789/0001-80;LME REC MULTISETORIAL IPCA - FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2025-02-28;Subclasse Subordinada Subordinada 1 |;0.00
