TP_FUNDO_CLASSE;CNPJ_FUNDO_CLASSE;DENOM_SOCIAL;DT_COMPTC;TAB_X_CLASSE_SERIE;TAB_X_VL_RENTAB_MES
Classe;58.265.368/0001-61;OCTOPUS CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-02-28;Subclasse Senior;0.00
Classe;58.265.368/0001-61;OCTOPUS CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-02-28;Subclasse Subordinada Subordinada 1 |;8.23
Classe;58.288.437/0001-52;ALTOMAX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO RECEBÍVEIS COMERCIAIS DE RESP LTDA;2025-02-28;Subclasse Senior Série 1;1.33
Classe;58.288.437/0001-52;ALTOMAX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO RECEBÍVEIS COMERCIAIS DE RESP LTDA;2025-02-28;Subclasse Subordinada Subordinada 1 |;3.01
Classe;58.291.962/0001-27;HELM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-02-28;Subclasse Senior Série 1;1.14
Classe;58.291.962/0001-27;HELM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-02-28;Subclasse Subordinada Subordinada 1 |;-30.20
Classe;58.291.962/0001-27;HELM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-02-28;Subclasse Subordinada Mezanino 1 | Série 1;4.78
Classe;58.293.429/0001-02;AZURE II FI EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-02-28;Subclasse Senior Série 1;0.00
Classe;58.293.429/0001-02;AZURE II FI EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-02-28;Subclasse Subordinada Subordinada 1 |;0.08
Classe;58.304.663/0001-80;TCG IRON I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-02-28;Subclasse Senior Série 1;0.06
Classe;58.304.663/0001-80;TCG IRON I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-02-28;Subclasse Subordinada Subordinada 1 |;-14.15
Classe;58.311.427/0001-90;CVPAR COTA SÊNIOR MULTIGESTORES FI EM COTAS DE FI EM DIREITOS CREDITORIOS RESPONSABILIDADE LIMITADA;2025-02-28;Subclasse Senior Série 1;0.50
Classe;58.311.427/0001-90;CVPAR COTA SÊNIOR MULTIGESTORES FI EM COTAS DE FI EM DIREITOS CREDITORIOS RESPONSABILIDADE LIMITADA;2025-02-28;Subclasse Subordinada Subordinada 1 |;0.00
Classe;58.311.958/0001-83;PLGN AUTO LOANS I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-02-28;Subclasse Senior Série 1;-7.21
Classe;58.311.958/0001-83;PLGN AUTO LOANS I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-02-28;Subclasse Subordinada Subordinada 1 |;-0.35
Classe;58.312.065/0001-52;SDA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-02-28;Subclasse Senior Série 1;0.00
Classe;58.312.065/0001-52;SDA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-02-28;Subclasse Subordinada Subordinada 1 |;0.00
Classe;58.312.065/0001-52;SDA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-02-28;Subclasse Subordinada Mezanino 1 | Série 1;0.00
Classe;58.315.066/0001-50;CAPITALE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSEGMENTO;2025-02-28;Subclasse Senior;0.00
Classe;58.315.066/0001-50;CAPITALE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSEGMENTO;2025-02-28;Subclasse Subordinada Subordinada 1 |;1.56
Classe;58.325.399/0001-60;SET FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;Subclasse Senior;0.00
Classe;58.325.399/0001-60;SET FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;Subclasse Subordinada Subordinada 1 |;1.18
Classe;58.328.083/0001-22;PLGN AUTO LOANS I FEEDER FI EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;Subclasse Senior Série 1;-7.15
Classe;58.328.083/0001-22;PLGN AUTO LOANS I FEEDER FI EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;Subclasse Subordinada Subordinada 1 |;0.00
Classe;58.341.346/0001-33;SOLAR MONT BLANC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;Subclasse Senior;0.00
Classe;58.341.346/0001-33;SOLAR MONT BLANC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;Subclasse Subordinada Subordinada 1 |;1.94
Classe;58.347.004/0001-20;SOLAR BELMONTE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;Subclasse Senior;0.00
Classe;58.347.004/0001-20;SOLAR BELMONTE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;Subclasse Subordinada Subordinada 1 |;0.28
Classe;58.349.979/0001-98;VOLKSWAGEN TERA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RECEBÍVEIS COMERCIAIS RESP LTDA;2025-02-28;Subclasse Senior Série 1;0.02
Classe;58.349.979/0001-98;VOLKSWAGEN TERA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RECEBÍVEIS COMERCIAIS RESP LTDA;2025-02-28;Subclasse Subordinada Subordinada 1 |;1.15
Classe;58.355.344/0001-01;P051 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2025-02-28;Subclasse Senior;0.00
Classe;58.355.344/0001-01;P051 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2025-02-28;Subclasse Subordinada Subordinada 1 |;0.00
Classe;58.364.147/0001-40;QUATÁ 60 FIC DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-02-28;Subclasse Senior;0.00
Classe;58.364.147/0001-40;QUATÁ 60 FIC DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-02-28;Subclasse Subordinada Subordinada 1 |;1.09
Classe;58.375.913/0001-72;ADIANTARE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-02-28;Subclasse Senior Série 1;0.00
Classe;58.375.913/0001-72;ADIANTARE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-02-28;Subclasse Subordinada Subordinada 1 |;0.00
Classe;58.376.702/0001-54;MEDSYSTEMS B24 II FIDC SEGMENTO RECEBÍVEIS COMERCIAIS DE RESPONSABILIDADE LIMITADA;2025-02-28;Subclasse Senior Série 1;1.21
Classe;58.376.702/0001-54;MEDSYSTEMS B24 II FIDC SEGMENTO RECEBÍVEIS COMERCIAIS DE RESPONSABILIDADE LIMITADA;2025-02-28;Subclasse Subordinada Subordinada 1 |;5.13
Classe;58.377.616/0001-66;ARTESANAL FEEDER ST FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;Subclasse Senior Série 1;0.00
Classe;58.377.616/0001-66;ARTESANAL FEEDER ST FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;Subclasse Subordinada Subordinada 1 |;1.24
Classe;58.395.744/0001-32;FARM S1 FIC DE FI NAS CADEIAS  PRODUTIVAS AGROINDUSTRIAIS - FIAGRO - DIREITOS CREDITÓRIOS RL;2025-02-28;Subclasse Senior Série 1;1.22
Classe;58.395.744/0001-32;FARM S1 FIC DE FI NAS CADEIAS  PRODUTIVAS AGROINDUSTRIAIS - FIAGRO - DIREITOS CREDITÓRIOS RL;2025-02-28;Subclasse Subordinada Subordinada 1 |;0.00
Classe;58.396.668/0001-80;TECNOMYL III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - AGRONEGÓCIO;2025-02-28;Subclasse Senior Série 1;1.21
Classe;58.396.668/0001-80;TECNOMYL III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - AGRONEGÓCIO;2025-02-28;Subclasse Subordinada Mezanino 1 | Série 1;1.47
Classe;58.396.668/0001-80;TECNOMYL III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - AGRONEGÓCIO;2025-02-28;Subclasse Subordinada Subordinada 1 |;6.85
Classe;58.407.746/0001-02;VIER K FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;Subclasse Senior Série 1;1.35
Classe;58.407.746/0001-02;VIER K FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;Subclasse Subordinada Subordinada 1 |;0.00
Classe;58.423.669/0001-76;CHIMERA  ALTERNATIVE ASSETS XI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  RESP LIMITADA;2025-02-28;Subclasse Senior Série 1;0.00
Classe;58.423.669/0001-76;CHIMERA  ALTERNATIVE ASSETS XI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  RESP LIMITADA;2025-02-28;Subclasse Subordinada Subordinada 1 |;-6.64
Classe;58.426.775/0001-03;CVPAR NC FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-02-28;Subclasse Senior;0.00
Classe;58.426.775/0001-03;CVPAR NC FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-02-28;Subclasse Subordinada Subordinada 1 |;1.34
Classe;58.441.334/0001-80;UV SERRA DA CANASTRA FI EM COTAS DE FI EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-02-28;Subclasse Senior Série 1;-63.49
Classe;58.441.334/0001-80;UV SERRA DA CANASTRA FI EM COTAS DE FI EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-02-28;Subclasse Subordinada Subordinada 1 |;0.00
Classe;58.442.027/0001-14;BANQI II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;Subclasse Senior;0.00
Classe;58.442.027/0001-14;BANQI II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;Subclasse Subordinada Subordinada 1 |;0.00
Classe;58.442.833/0001-92;FARM M IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-02-28;Subclasse Senior Série 1;1.57
Classe;58.442.833/0001-92;FARM M IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-02-28;Subclasse Subordinada Subordinada 1 |;0.00
Classe;58.453.203/0001-13;BENEDICTUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;Subclasse Senior;0.00
Classe;58.453.203/0001-13;BENEDICTUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;Subclasse Subordinada Subordinada 1 |;0.17
Classe;58.475.489/0001-38;Z 5 II FUNDO DE INVESTIMENTO EM  DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-02-28;Subclasse Senior Série 1;0.96
Classe;58.475.489/0001-38;Z 5 II FUNDO DE INVESTIMENTO EM  DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-02-28;Subclasse Senior Série 2;0.00
Classe;58.475.489/0001-38;Z 5 II FUNDO DE INVESTIMENTO EM  DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-02-28;Subclasse Senior Série 3;0.00
Classe;58.475.489/0001-38;Z 5 II FUNDO DE INVESTIMENTO EM  DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-02-28;Subclasse Senior Série 4;0.06
Classe;58.475.489/0001-38;Z 5 II FUNDO DE INVESTIMENTO EM  DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-02-28;Subclasse Senior Série 5;0.00
Classe;58.475.489/0001-38;Z 5 II FUNDO DE INVESTIMENTO EM  DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-02-28;Subclasse Senior Série 6;0.00
Classe;58.475.489/0001-38;Z 5 II FUNDO DE INVESTIMENTO EM  DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-02-28;Subclasse Subordinada Subordinada 1 |;-23.10
Classe;58.476.088/0001-00;SAGA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CRÉDITO PRIVADO - RESPONSABILIDADE LIMITADA;2025-02-28;Subclasse Senior Série 1;0.71
Classe;58.476.088/0001-00;SAGA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CRÉDITO PRIVADO - RESPONSABILIDADE LIMITADA;2025-02-28;Subclasse Subordinada Subordinada 1 |;7.05
Classe;58.476.520/0001-55;BRADESCO FARMTECH PLUS - FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS DO AGRONEGÓCIO - RESP LTDA;2025-02-28;Subclasse Senior Série 1;1.12
Classe;58.476.520/0001-55;BRADESCO FARMTECH PLUS - FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS DO AGRONEGÓCIO - RESP LTDA;2025-02-28;Subclasse Senior Série 2;1.12
Classe;58.476.520/0001-55;BRADESCO FARMTECH PLUS - FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS DO AGRONEGÓCIO - RESP LTDA;2025-02-28;Subclasse Subordinada Mezanino 1 | Série 1;1.59
Classe;58.476.520/0001-55;BRADESCO FARMTECH PLUS - FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS DO AGRONEGÓCIO - RESP LTDA;2025-02-28;Subclasse Subordinada Mezanino 1 | Série 2;1.59
Classe;58.476.520/0001-55;BRADESCO FARMTECH PLUS - FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS DO AGRONEGÓCIO - RESP LTDA;2025-02-28;Subclasse Subordinada Subordinada 1 |;1.12
Classe;58.477.763/0001-08;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CRITERIA;2025-02-28;Subclasse Senior;1.45
Classe;58.477.763/0001-08;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CRITERIA;2025-02-28;Subclasse Subordinada Subordinada 1 |;9.30
Classe;58.477.763/0001-08;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CRITERIA;2025-02-28;Subclasse Subordinada Mezanino 2 | 0;1.71
Classe;58.477.763/0001-08;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CRITERIA;2025-02-28;Subclasse Subordinada Mezanino 1 | 0;1.43
Classe;58.479.412/0001-36;VARYAGI II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CONSIGNADO PÚBLICO RESP LIMITADA;2025-02-28;Subclasse Senior;0.00
Classe;58.479.412/0001-36;VARYAGI II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CONSIGNADO PÚBLICO RESP LIMITADA;2025-02-28;Subclasse Subordinada Subordinada 1 |;-13.91
Classe;58.479.927/0001-36;CONCRETO-CONSIGNADO FUNDO DE INVESTIMENTO EM DIREITOS  CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-02-28;Subclasse Senior Série 1;0.00
Classe;58.479.927/0001-36;CONCRETO-CONSIGNADO FUNDO DE INVESTIMENTO EM DIREITOS  CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-02-28;Subclasse Subordinada Subordinada 1 |;-7.04
Classe;58.486.398/0001-06;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS BB CONSÓRCIOS RESPONSABILIDADE LIMITADA;2025-02-28;Subclasse Senior;0.00
Classe;58.486.398/0001-06;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS BB CONSÓRCIOS RESPONSABILIDADE LIMITADA;2025-02-28;Subclasse Subordinada Subordinada 1 |;0.00
Classe;58.493.128/0001-14;BANESTES FIC MEZA I FI EM COTAS DE FI EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-02-28;Subclasse Senior Série 1;1.18
Classe;58.493.128/0001-14;BANESTES FIC MEZA I FI EM COTAS DE FI EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-02-28;Subclasse Subordinada Subordinada 1 |;0.00
Classe;58.494.418/0001-82;ARKAM I - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;Subclasse Senior;0.00
Classe;58.494.418/0001-82;ARKAM I - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;Subclasse Subordinada Subordinada 1 |;0.98
Classe;58.494.685/0001-50;PRINCIPIAPAY CRÉDITO EDUCAÇÃO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIROS RESPONSABILI;2025-02-28;Subclasse Senior Série 1;0.72
Classe;58.494.685/0001-50;PRINCIPIAPAY CRÉDITO EDUCAÇÃO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIROS RESPONSABILI;2025-02-28;Subclasse Subordinada Subordinada 1 |;-3.14
Classe;58.494.685/0001-50;PRINCIPIAPAY CRÉDITO EDUCAÇÃO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIROS RESPONSABILI;2025-02-28;Subclasse Subordinada Mezanino 1 | Série 1;0.84
Classe;58.494.685/0001-50;PRINCIPIAPAY CRÉDITO EDUCAÇÃO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIROS RESPONSABILI;2025-02-28;Subclasse Subordinada Mezanino 2 | Série 1;0.94
Classe;58.496.558/0001-90;PIAVE FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;Subclasse Senior;0.00
Classe;58.496.558/0001-90;PIAVE FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;Subclasse Subordinada Subordinada 1 |;1.00
Classe;58.500.094/0001-48;CORINDON FUNDO DE INVESTIMENTO EM DIREITO CREDITORIOS - RESPONSABILIDADE LIMITADA;2025-02-28;Subclasse Senior Série 1;0.00
Classe;58.500.094/0001-48;CORINDON FUNDO DE INVESTIMENTO EM DIREITO CREDITORIOS - RESPONSABILIDADE LIMITADA;2025-02-28;Subclasse Subordinada Subordinada 1 |;-0.03
Classe;58.506.369/0001-50;ESTALEIRO I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;Subclasse Senior Série 1;1.30
Classe;58.506.369/0001-50;ESTALEIRO I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;Subclasse Subordinada Subordinada 1 |;0.66
Classe;58.507.210/0001-50;ESTALEIRO II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;Subclasse Senior Série 1;1.30
Classe;58.507.210/0001-50;ESTALEIRO II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;Subclasse Subordinada Subordinada 1 |;0.66
Classe;58.508.265/0001-85;ESTALEIRO III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;Subclasse Senior Série 1;1.30
Classe;58.508.265/0001-85;ESTALEIRO III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;Subclasse Subordinada Subordinada 1 |;0.66
Classe;58.508.715/0001-30;ESTALEIRO IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;Subclasse Senior Série 1;1.30
Classe;58.508.715/0001-30;ESTALEIRO IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;Subclasse Subordinada Subordinada 1 |;0.66
Classe;58.510.255/0001-84;SOL AGORA GREEN III ESG FIDC IS SEGMENTO FINANCEIRO RESPONSABILIDADE LIMITADA;2025-02-28;Subclasse Senior Série 1;0.00
Classe;58.510.255/0001-84;SOL AGORA GREEN III ESG FIDC IS SEGMENTO FINANCEIRO RESPONSABILIDADE LIMITADA;2025-02-28;Subclasse Subordinada Subordinada 1 |;0.48
Classe;58.510.255/0001-84;SOL AGORA GREEN III ESG FIDC IS SEGMENTO FINANCEIRO RESPONSABILIDADE LIMITADA;2025-02-28;Subclasse Subordinada Mezanino 1 | Série 1;0.00
Classe;58.517.380/0001-16;GENIAL REAL ESTATE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2025-02-28;Subclasse Senior;1.21
Classe;58.517.380/0001-16;GENIAL REAL ESTATE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2025-02-28;Subclasse Subordinada  |;0.00
Classe;58.528.148/0001-83;SMASH FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2025-02-28;Subclasse Senior;0.00
Classe;58.528.148/0001-83;SMASH FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2025-02-28;Subclasse Subordinada Subordinada 1 |;0.24
Classe;58.528.925/0001-90;RR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2025-02-28;Subclasse Senior;0.00
Classe;58.528.925/0001-90;RR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2025-02-28;Subclasse Subordinada Subordinada 1 |;382.04
Classe;58.532.245/0001-40;PETROBRAS BIOECONOMIA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS IS DE RESPONSABILIDADE LIMITADA;2025-02-28;Subclasse Senior Série 1;1.20
Classe;58.532.245/0001-40;PETROBRAS BIOECONOMIA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS IS DE RESPONSABILIDADE LIMITADA;2025-02-28;Subclasse Subordinada Subordinada 1 |;0.57
Classe;58.533.905/0001-07;LEGEND I SPECIAL ASSETS LEGAL CLAIMS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;Subclasse Senior Série 1;1.08
Classe;58.533.905/0001-07;LEGEND I SPECIAL ASSETS LEGAL CLAIMS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;Subclasse Subordinada Subordinada 1 |;0.00
Classe;58.534.471/0001-60;LEGEND II SPECIAL ASSETS LEGAL CLAIMS FUNDO DE INVESTIMENTO EM DIREITOS  CREDITÓRIOS;2025-02-28;Subclasse Senior Série 1;0.38
Classe;58.534.471/0001-60;LEGEND II SPECIAL ASSETS LEGAL CLAIMS FUNDO DE INVESTIMENTO EM DIREITOS  CREDITÓRIOS;2025-02-28;Subclasse Subordinada Subordinada 1 |;0.00
Classe;58.544.960/0001-00;FLAGSTAFF FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;Subclasse Senior Série 1;1.45
Classe;58.544.960/0001-00;FLAGSTAFF FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;Subclasse Subordinada Subordinada 1 |;0.81
Classe;58.545.400/0001-62;AIRA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - CRÉDITO CORPORATIVO;2025-02-28;Subclasse Senior Série 1;1.38
Classe;58.545.400/0001-62;AIRA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - CRÉDITO CORPORATIVO;2025-02-28;Subclasse Subordinada Subordinada 1 |;4.06
Classe;58.545.400/0001-62;AIRA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - CRÉDITO CORPORATIVO;2025-02-28;Subclasse Subordinada Mezanino 1 | Série 1;1.60
Classe;58.545.868/0001-57;POTENCIAL INVEST FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;Subclasse Senior Série 1;1.14
Classe;58.545.868/0001-57;POTENCIAL INVEST FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;Subclasse Subordinada Subordinada 1 |;0.00
Classe;58.547.566/0001-18;LEME FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;Subclasse Senior Série 1;1015.12
Classe;58.547.566/0001-18;LEME FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;Subclasse Subordinada Subordinada 1 |;0.00
Classe;58.549.779/0001-89;NUTRI CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE CLASSE ÚNICA FECHADA;2025-02-28;Subclasse Senior;0.00
Classe;58.549.779/0001-89;NUTRI CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE CLASSE ÚNICA FECHADA;2025-02-28;Subclasse Subordinada Subordinada 1 |;1.12
Classe;58.549.779/0001-89;NUTRI CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE CLASSE ÚNICA FECHADA;2025-02-28;Subclasse Subordinada 0 | 0;0.00
Classe;58.555.763/0001-89;PLGN AUTO LOANS I CO-INVEST FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-02-28;Subclasse Senior Série 1;0.00
Classe;58.555.763/0001-89;PLGN AUTO LOANS I CO-INVEST FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-02-28;Subclasse Subordinada Subordinada 1 |;-0.65
Classe;58.557.680/0001-29;CONCRETO GENEVE FI EM COTAS DE FUNDOS DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS RESP ILIMITADA;2025-02-28;Subclasse Senior Série 1;1.15
Classe;58.557.680/0001-29;CONCRETO GENEVE FI EM COTAS DE FUNDOS DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS RESP ILIMITADA;2025-02-28;Subclasse Subordinada Subordinada 1 |;-6.87
Classe;58.559.343/0001-70;NXT RF CONSERVADOR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FEEDER RESPONSABILIDADE LIMITADA;2025-02-28;Subclasse Senior Série 1;0.00
Classe;58.559.343/0001-70;NXT RF CONSERVADOR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FEEDER RESPONSABILIDADE LIMITADA;2025-02-28;Subclasse Subordinada Subordinada 1 |;0.86
Classe;58.561.243/0001-89;CLASSE ÚNICA - F3 FALCON FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;Subclasse Senior Série 1;0.43
