TP_FUNDO_CLASSE;CNPJ_FUNDO_CLASSE;DENOM_SOCIAL;DT_COMPTC;TAB_X_VL_LIQUIDEZ_0;TAB_X_VL_LIQUIDEZ_30;TAB_X_VL_LIQUIDEZ_60;TAB_X_VL_LIQUIDEZ_90;TAB_X_VL_LIQUIDEZ_180;TAB_X_VL_LIQUIDEZ_360;TAB_X_VL_LIQUIDEZ_MAIOR_360
Classe;26.861.630/0001-44;WELLINGTON FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;26.913.775/0001-41;LESTE ARBITRAGEM I FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NÃO PADRONIZADOS;2025-02-28;3725.60;0.00;0.00;0.00;0.00;0.00;0.00
Classe;26.913.809/0001-06;PROA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2025-02-28;4130516.36;14069531.39;1950481.56;788642.53;442480.89;0.00;332570.15
Classe;26.913.825/0001-90;PRIMEMAX FUNDO DE INVESTIMENTO EM DIREITO CREDITÓRIO FINANCEIRO;2025-02-28;85304.86;0.00;0.00;0.00;0.00;0.00;0.00
Classe;26.984.508/0001-65;OCEAN ASSET FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;27.151.223/0001-06;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ANGÁ SABEMI CONSIGNADOS VII - RESPONSABILIDADE LIMITAD;2025-02-28;0.00;2751709.94;2648738.62;2569906.43;6905468.97;11248307.39;26223726.04
Classe;27.216.590/0001-40;STEP-UP IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;27.217.664/0001-63;JPI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;1829760.49;35208380.96;8901734.93;5284444.80;3780836.15;736191.77;4339840.25
Classe;27.326.119/0001-05;EVOLUT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;27.326.160/0001-81;HB CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;7879145.18;0.00;0.00;0.00;0.00;0.00;0.00
Classe;27.456.204/0001-98;PREMIUM RECEBÍVEIS MULTISSETORIAL FUNDO DE INVESTIMENTO EM  DIREITOS CREDITÓRIOS - RESP LIMITADA;2025-02-28;17996889.72;0.00;0.00;0.00;0.00;0.00;0.00
Classe;27.467.600/0001-10;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS LOTEAMENTO;2025-02-28;0.00;28223.93;31824.11;27711.25;52002.23;59126.99;126944.66
Classe;27.500.576/0001-74;HOD MULTIPLICA 90 FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;3749.25;0.00;0.00;516295735.03;0.00;0.00;0.00
Classe;27.538.303/0001-19;VENNTURE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;27.538.324/0001-34;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DB CRÉDITO GLOBAL;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;27.635.225/0001-70;ÔNIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-02-28;826615.39;0.00;0.00;0.00;0.00;0.00;0.00
Classe;27.635.377/0001-73;TURQUESA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-02-28;1534574.65;0.00;0.00;0.00;0.00;0.00;0.00
Classe;27.643.856/0001-31;BLACK BELT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;27.771.613/0001-89;CONQUEST BRAZIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;27.771.731/0001-97;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS XPCE V;2025-02-28;48189861.24;0.00;0.00;0.00;0.00;0.00;0.00
Classe;27.944.346/0001-02;QG P FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;27.944.627/0001-57;RESQ II FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NP;2025-02-28;120267.50;0.00;0.00;0.00;0.00;0.00;0.00
Classe;27.944.660/0001-87;FACT LAW FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO-PADRONIZADOS;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;27.944.815/0001-85;PRIMEIRA LINHA FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;27.954.644/0001-75;QG DISTRESSED FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;27.974.792/0001-51;ÓREAS FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADO;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;27.983.569/0001-70;ENERGY 21 - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;27.984.240/0001-24;ALLCON PRIME FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PRADRONIZADOS;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;27.984.265/0001-28;MUNDO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;27.984.909/0001-88;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CONSORCIEI I - RESPONSABILIDADE LIMITADA;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;27.985.070/0001-00;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CREDITAS AUTO V RESPONSABILIDADE LIMITADA;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;27.985.097/0001-95;ALIANÇA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CONSIGNADOS - RESPONSABILIDADE LIMITADA;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;28.065.338/0001-40;AG 42 - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;28.065.377/0001-48;SERRANA - FUNDO DE INVESTIMENTO EM QUOTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;28.065.416/0001-07;SERRANA - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO - PADRONIZADOS;2025-02-28;143073.52;48601328.09;19400732.52;7602178.89;5965694.83;3002686.53;5573309.26
Classe;28.075.236/0001-06;SOFISA RECEBÍVEIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-02-28;21938509.42;0.00;0.00;0.00;0.00;0.00;0.00
Classe;28.079.865/0001-04;XPLORER FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;21260.02;0.00;0.00;0.00;0.00;0.00;0.00
Classe;28.079.873/0001-50;MULTIPLIKE INVESTIMENTOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL - RESPONSABILI;2025-02-28;67.10;0.00;0.00;0.00;0.00;0.00;0.00
Classe;28.086.648/0001-41;QG PRIM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;28.152.179/0001-11;DD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;28.152.199/0001-92;LD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;28.153.046/0001-60;BLC II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;28.169.275/0001-72;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PAGSEGURO I;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;28.194.790/0001-02;ATICCA FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;28.194.817/0001-67;CREDVALE FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;28.254.193/0001-26;BLP PRECATÓRIO III-FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS DE RESP. LIMITADA;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;28.267.746/0001-85;LEPAPIE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;28.279.473/0001-99;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS AUTO-HONDA;2025-02-28;178826423.79;118872812.21;1090.21;0.00;0.00;0.00;1057496562.78
Classe;28.296.620/0001-39;KATCH DIVERSIFIED FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS MULTISSETORIAL;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;28.472.352/0001-69;SPS CORP I - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;28.472.392/0001-00;UPL 1 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS AGRONEGÓCIO RESPONSABILIDADE LIMITADA;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;28.474.974/0001-26;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PRECATÓRIOS SELECIONADOS II RESPONSABILIDADE LIMITADA;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;28.481.469/0001-09;MAJORITY - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;480175118.91
Classe;28.536.554/0001-27;GÁTRIA II - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-02-28;0.00;183686.27;257515.90;262988.24;827311.46;1434055.97;13305599.37
Classe;28.549.910/0001-47;SGC UT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;28.549.975/0001-92;AGHI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;28.651.441/0001-72;VERMILLION I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;28.671.036/0001-16;WFR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;28.671.081/0001-70;HERCULES FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;28.702.814/0001-97;CREDITISE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-02-28;4917821.01;0.00;0.00;0.00;0.00;0.00;0.00
Classe;28.729.157/0001-71;FUNDO DE INVESTIMENTO EM  DIREITOS CREDITÓRIOS INTRA BLACK CREDIFACIL;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;28.796.939/0001-23;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ANGÁ MULTIESTRATÉGIA I DE  RESPONSABILIDADE LIMITADA;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;28.819.553/0001-90;PÁTRIA CRÉDITO ESTRUTURADO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;28.819.664/0001-04;TREVYS FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;28.849.649/0001-09;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS EMPÍRICA A55 SAAS;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;28.849.674/0001-84;UPPER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2025-02-28;9995.75;1866513.21;698274.91;551434.98;1657247.09;3402213.18;17816436.85
Classe;28.879.529/0001-46;CREDISA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;28.879.551/0001-96;NOVAX FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NÃO PADRONIZADOS;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;28.880.344/0001-51;CARAVELAS - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO - PADRONIZADOS - FIDC NP;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;28.880.400/0001-58;GRAN CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  RESPONSABILIDADE LIMITADA;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;28.912.351/0001-98;SADESUL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-02-28;0.30;0.00;0.00;0.00;0.00;0.00;0.00
Classe;28.960.803/0001-07;M SUL FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;29.010.886/0001-36;GUARDIANS FIC DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;73593.89;0.00;0.00;0.00;0.00;0.00;0.00
Classe;29.018.916/0001-50;UA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;29.043.573/0001-84;MALTA II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;29.045.928/0001-74;PANORAMA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NP;2025-02-28;919175.16;0.00;0.00;0.00;0.00;0.00;0.00
Classe;29.077.751/0001-98;PREGUINHO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;29.077.762/0001-78;VERYON FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;29.085.410/0001-64;NEB FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;29.085.424/0001-88;BH FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;29.109.292/0001-87;PINARELLO FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2025-02-28;4520227.03;10256534.36;4054222.63;2244867.86;2301989.51;66142.15;834265.92
Classe;29.109.316/0001-06;DFC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;29.109.350/0001-72;JC DIVERSIFICADO III FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO-PADRONIZADOS;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;29.109.383/0001-12;CAPITAL FINANÇAS FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;29.109.411/0001-00;JC DIVERSIFICADO IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO-PADRONIZADOS;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;29.152.636/0001-30;ACREDITAR FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2025-02-28;1629451.02;72231611.80;37986528.07;31282919.78;22592750.02;11876968.28;0.00
Classe;29.152.737/0001-01;POUSO ALEGRE FIC FIDC MULTISSETORIAL - RESPONSABILIDADE LIMITADA;2025-02-28;15122.71;0.00;0.00;0.00;0.00;0.00;0.00
Classe;29.187.006/0001-00;CONTATO FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL;2025-02-28;1178869.52;0.00;0.00;0.00;0.00;0.00;0.00
Classe;29.206.973/0001-63;VERTIGO 45 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO ECONÔMICO FINANCEIRO;2025-02-28;19767824.64;0.00;0.00;0.00;0.00;0.00;0.00
Classe;29.225.241/0001-10;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ALTERNATIVE ASSETS III RESPONSABILIDADE LIMITADA;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;29.226.492/0001-10;TAURUS FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZA;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;29.226.634/0001-49;ARATU FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;29.226.654/0001-10;INVESTCRED FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;29.226.688/0001-04;TOP SPIN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE ILIMITADA;2025-02-28;1253535.21;500.07;0.00;0.00;0.00;0.00;482827.22
Classe;29.226.704/0001-69;OPERA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISETORIAL;2025-02-28;15206550.92;173498526.07;76172013.81;27537412.04;14761457.75;3106256.14;19593612.85
Classe;29.236.389/0001-50;TREVYS FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2025-02-28;1275490.89;15062208.00;3362699.74;7029859.17;2524059.50;3822188.01;4761490.53
Classe;29.236.426/0001-20;SIGMA CREDIT FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2025-02-28;2996620.26;87413472.34;34735436.90;14053026.53;4291398.05;0.00;7921233.42
Classe;29.242.769/0001-06;COBUCCIO MASTER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE CLASSE ÚNICA FECHADA;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;29.242.877/0001-70;AVANTI MULTIPLICA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;6248304.94;5096133.04;3124041.87;2163942.60;22491153.41;43502156.44;93611158.46
Classe;29.242.908/0001-93;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS AGORA TELECOM;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;29.242.913/0001-04;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NEON FGTS;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;29.242.916/0001-30;JUNTOS CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;29.242.926/0001-75;CONSIGA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;29.242.992/0001-45;UNIQUE FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZA;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;29.242.999/0001-67;HOD II LONG PRAZO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;10687949.65;859596544.00;0.00;0.00;0.00;0.00;0.00
Classe;29.243.004/0001-82;LIMAJ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;2747129.65;4837711.61;6041764.94;26463154.05;8091133.19;13827482.33;175498072.60
Classe;29.243.005/0001-27;MULTIFRIGO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;29.249.995/0001-00;GOLDEN TREE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-02-28;10129443.90;0.00;0.00;0.00;0.00;0.00;0.00
Classe;29.284.754/0001-00;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RIOJA;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;29.284.795/0001-99;CANAVIEIRAS - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS - FIDC NP;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;29.292.189/0001-15;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS HENDRIKSEN;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;29.292.260/0001-60;MEZZANINE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;29.292.271/0001-40;PÁTRIA CRÉDITO ESTRUTURADO FEEDER TEAM FUNDO DE INVESTIMENTO EM COTAS DE FIDC RESP LIMITADA;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;29.292.312/0001-06;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS NPL II;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;29.301.202/0001-55;RSCRED MULTIESTRÉGIA - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;29.319.754/0001-90;ALGARVE II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;29.330.482/0001-20;YUNUS NEGOCIOS SOCIAIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2025-02-28;3743533.06;0.00;0.00;0.00;0.00;0.00;0.00
Classe;29.461.840/0001-33;SIGMA CREDIT FEEDER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;21368.02;0.00;0.00;0.00;0.00;0.00;0.00
Classe;29.469.420/0001-01;MULTIPLIKE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-02-28;30749768.91;408109167.47;182475130.35;157214338.43;136701632.56;129310529.63;106337594.98
Classe;29.469.502/0001-48;JC DIVERSIFICADO V FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO-PADRONIZADOS;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;29.469.886/0001-07;JC DIVERSIFICADO VI FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO-PADRONIZADOS;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;29.492.579/0001-39;REAL TIME FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;29.492.605/0001-29;GAZIN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSEGMENTOS;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;29.492.703/0001-66;FRADINHO N FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE  LIMITADA;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;29.492.868/0001-38;MULTI RECEBÍVEIS III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS;2025-02-28;9979905.55;453063.32;0.00;0.00;0.00;0.00;0.00
Classe;29.494.000/0001-77;MULTIBANK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL LP;2025-02-28;5014126.44;0.00;0.00;0.00;0.00;0.00;0.00
Classe;29.494.026/0001-15;MULVI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;29.550.273/0001-91;SPS ALPHA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;29.602.897/0001-05;ANDROS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00
