TP_FUNDO_CLASSE;CNPJ_FUNDO_CLASSE;DENOM_SOCIAL;DT_COMPTC;TAB_X_SCR_RISCO_DEVEDOR_AA;TAB_X_SCR_RISCO_DEVEDOR_A;TAB_X_SCR_RISCO_DEVEDOR_B;TAB_X_SCR_RISCO_DEVEDOR_C;TAB_X_SCR_RISCO_DEVEDOR_D;TAB_X_SCR_RISCO_DEVEDOR_E;TAB_X_SCR_RISCO_DEVEDOR_F;TAB_X_SCR_RISCO_DEVEDOR_G;TAB_X_SCR_RISCO_DEVEDOR_H;TAB_X_SCR_RISCO_OPER_AA;TAB_X_SCR_RISCO_OPER_A;TAB_X_SCR_RISCO_OPER_B;TAB_X_SCR_RISCO_OPER_C;TAB_X_SCR_RISCO_OPER_D;TAB_X_SCR_RISCO_OPER_E;TAB_X_SCR_RISCO_OPER_F;TAB_X_SCR_RISCO_OPER_G;TAB_X_SCR_RISCO_OPER_H;TAB_X_DEBITO_TRIBUT
Classe;57.532.556/0001-46;FIDC BV AUTO I SEGMENTO FINANCEIRO - RESPONSABILIDADE LIMITADA;2025-02-28;2428837289.51;661029859.47;467.17;43589702.67;10453036.73;0.00;0.00;0.00;0.00;2428837289.51;661029859.47;467.17;43589702.67;10453036.73;0.00;0.00;0.00;0.00;0.00
Classe;57.532.782/0001-27;COFFEE BANK FIDC FINANCEIROS DO AGRONEGÓCIO DE RESPONSABILIDADE LIMITADA;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.533.260/0001-40;ONZE I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-02-28;7364413.35;6318.72;6851.27;0.00;21229.58;0.00;0.00;0.00;0.00;7364413.35;6318.72;6851.27;0.00;21229.58;0.00;0.00;0.00;0.00;0.00
Classe;57.535.898/0001-10;ARTESANAL CRÉDITO ESTRUTURADO II FIDC DE RESPONSABILIDADE LIMITADA;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.544.715/0001-22;CINDAPA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.545.460/0001-12;FACIO 2 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  RESPONSABILIDADE LIMITADA;2025-02-28;0.00;0.00;0.00;287518.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;287518.60;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.547.806/0001-11;PLGN PFN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.550.093/0001-45;UPB FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE CLASSE ÚNICA FECHADA;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.552.361/0001-68;ALMADA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;0.00;0.00;0.00;0.00;0.00;49194190.35;0.00;0.00;1180129.43;0.00;0.00;0.00;0.00;0.00;49194190.35;0.00;0.00;1180129.43;0.00
Classe;57.555.376/0001-80;ARTESANAL CDI+ FI EM COTAS DE FI EM DIREITOS CREDITÓRIOS I - RESPONSABILIDADE LIMITADA;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.555.582/0001-90;ALDEBARAN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-02-28;588738375.12;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.570.843/0001-40;GENIAL HORUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.584.175/0001-00;MLC 1B FUNDO DE INVESTIMENTO EM COTAS DE FIDC - RESPONSABILIDADE LIMITADA;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.584.334/0001-77;TAYA TECH FGTS I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;5272674.32;191137258.88;27336505.15;3193087.97;25227.34;5034.92;721.50;95.20;2.04;5272674.32;191137258.88;27336505.15;3193087.97;25227.34;5034.92;721.50;95.20;2.04;0.00
Classe;57.584.403/0001-42;CAPRI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.584.525/0001-39;ST 1015 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.585.113/0001-13;FOF 180 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.585.602/0001-75;AURIN INVEST FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS - RESP. LIMITADA;2025-02-28;0.00;203298.30;67704.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;203298.30;67704.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.609.282/0001-46;CLOUDWALK A.I. FUNDO  DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.609.674/0001-05;CLASSE ÚNICA DE INVESTIMENTO EM COTAS DO ANDERMATT FUNDO DE INVESTIMENTO EM DIREITOS CRED RESP LTDA;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.619.773/0001-78;PLGN VIC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.620.020/0001-82;HIGH FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;0.00;0.00;20860149.69;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;20860149.69;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.624.136/0001-90;GUARDIAN MULTI CONSIGNADO XI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-02-28;72561758.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;72561758.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.624.406/0001-62;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CONSÓRCIOS EXTERNOS -  RESPONSABILIDADE LIMITADA;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.645.492/0001-90;ARBEQUINA FI EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITORIOS RESPONSABILIDADE LIMITADA;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.651.404/0001-62;APPIA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;265285338.30;16939541.40;3865.30;2234775.30;1082789.20;868453.20;0.00;0.00;0.00;265285338.30;16939541.40;3865.30;2234775.30;1082789.20;868453.20;0.00;0.00;0.00;0.00
Classe;57.654.431/0001-99;ARC TURBI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.660.236/0001-71;INTRABANK SOLIDEZ FUNDO DE INVESTIMENTO  EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-02-28;28306292.20;0.00;30188045.70;0.00;0.00;0.00;0.00;0.00;0.00;28306292.20;0.00;30188045.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.660.765/0001-75;ORIGINAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;0.00;0.00;50527.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;50527.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.661.136/0001-60;CRAWFORD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.661.848/0001-89;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS VJP CONSIGNADO - RESPONSABILIDADE LIMITADA;2025-02-28;13946014.79;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;13946014.79;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.671.358/0001-63;ASTRO SAÚDE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2025-02-28;1290924.44;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1290924.44;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.679.175/0001-94;ZANDVOORT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.719.370/0001-09;RSG FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.720.055/0001-93;GENEVE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.736.857/0001-91;ARTESANAL AFINITTY MEZ A FEEDER FUNDO DE INVESTIMENTO EM COTAS DE FIDC - RESPONSABILIDADE LIMITADA;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.740.019/0001-91;VIA PRIME FLEX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  NÃO-PADRONIZADOS  RESP LIMITADA;2025-02-28;0.00;2232042.50;28748.70;85425.30;0.00;0.00;0.00;0.00;0.00;0.00;2232042.50;28748.70;85425.30;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.740.051/0001-77;CHAVANTES FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE  LIMITADA;2025-02-28;0.00;0.00;20166058.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;20166058.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.750.761/0001-88;LATACHE LF II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.751.173/0001-69;LATACHE LF III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.752.597/0001-48;AGROMERCANTIL CRÉDITO AGRO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-02-28;0.00;14512185.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;14512185.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.777.919/0001-03;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SÃO PAULO FUTEBOL CLUBE - RESPONSABILIDADE LIMITADA;2025-02-28;0.00;0.00;184584539.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;184584539.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.778.286/0001-58;SHIFT AGRO FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MULTIESTRATÉGIA INVESTIMENTO NO EXTERIOR;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.779.658/0001-60;GUARDIAN WAREHOUSE FUNDO DE INVESTIMENTO EM DIREITOS  CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.786.054/0001-41;SUCCESSUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.790.697/0001-69;PRECPAGO-F2 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.810.758/0001-02;YELLOW CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2025-02-28;6829960.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;6829960.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.811.727/0001-76;TERA CRED FV FI EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.812.456/0001-73;ARTESANAL CDI+ FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS II -;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.816.252/0001-00;NATURA PAY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CRÉDITO PESSOAL RESPONSABILIDADE LIMITADA;2025-02-28;206816108.34;38624966.52;17357494.82;3918611.44;1197719.59;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.823.707/0001-15;ICRED INSS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-02-28;264338153.69;0.00;596100.15;0.00;0.00;0.00;0.00;0.00;0.00;264338153.69;0.00;596100.15;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.836.076/0001-79;7INVEST CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-02-28;0.00;2334006.10;37848.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2334006.10;37848.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.883.732/0001-94;IC LESTE PROSOLUTTI CRÉDITOS TRABALHISTAS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.888.289/0001-44;ELITE YIELD FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.889.361/0001-58;FRUTOS CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2025-02-28;10042521.93;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;10042521.93;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.903.194/0001-52;STAR FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.908.380/0001-84;OBY CRÉDITO 90 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.922.500/0001-06;AGGA PROSPERITAS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;36306846.88;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;36306846.88;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.926.086/0001-03;PUSH TRADE FINANCE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.933.661/0001-97;CLASSE ÚNICA DO CIBRA FIAGRO - DIREITOS CREDITÓRIOS COMERCIAIS RESPONSABILIDADE LIMITADA;2025-02-28;61198881.94;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;61198881.94;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.941.435/0001-58;EJM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2025-02-28;2879010.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2879010.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.967.745/0001-41;STRONG BASE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA TELECOMUNICAÇÕES;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.976.916/0001-07;TM II FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.996.195/0001-99;CDC EMPRÉSTIMOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE CLASSE ÚNICA FECHADA;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.998.329/0001-00;LOYALTY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;0.00;5495820.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5495820.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;58.011.272/0001-77;SETENTRIONAL I FI EM COTAS DE FUNDO DE INVESTIMENTO EM  DIREITOS CREDITÓRIOS - RESP LIMITADA;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;58.017.960/0001-44;CASCAIS FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;58.019.438/0001-00;HANA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;58.035.124/0001-92;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CREDITAS AUTO XI;2025-02-28;0.00;177879678.90;470220.10;812995.10;0.00;0.00;0.00;0.00;0.00;0.00;177879678.90;470220.10;812995.10;0.00;0.00;0.00;0.00;0.00;0.00
Classe;58.036.896/0001-49;ORIZ JUS III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-02-28;0.00;0.00;17840345.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;17840345.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;58.038.938/0001-80;TIVIO ALT CREDITO HIGH YIELD 180 FI EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;58.041.846/0001-50;FEEDER CB FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;58.051.964/0001-49;ENEL2 LEGAL CLAIMS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE  CLASSE ÚNICA FECHADA;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;58.055.083/0001-04;MIDIAN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;58.055.646/0001-56;ORUMAS I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;0.00;4893392.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4893392.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;58.056.955/0001-40;SANTA ROSA FUNDO DE INVESTIMENTO EM CADEIAS PRODUTIVAS AGROINDUSTRIAIS - DIREITOS CREDITÓRIOS;2025-02-28;0.00;0.00;91417985.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;91417985.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;58.059.177/0001-43;RED SEA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;58.073.424/0001-66;BACO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;58.080.296/0001-88;SANTA ANA FI EM COTAS DE FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESP LIMITADA;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;58.088.190/0001-20;MAIS TODOS PF FUNDO DE INVESTIMENTO EM DIREITOS  CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-02-28;0.00;9470620.50;1278643.60;363755.40;333753.20;112684.60;0.00;0.00;0.00;0.00;9470620.50;1278643.60;363755.40;333753.20;112684.60;0.00;0.00;0.00;0.00
Classe;58.114.311/0001-61;CORAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;0.00;0.00;31008274.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;31008274.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;58.114.784/0001-69;BOMBAIM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  RESPONSABILIDADE LIMITADA;2025-02-28;0.00;0.00;6067757.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;6067757.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;58.137.388/0001-57;MCAP I TOTAL RETURN FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;58.148.845/0001-09;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PICPAY FGTS;2025-02-28;0.00;0.00;854285733.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;854285733.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;58.153.083/0001-39;JBA CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  RESPONSABILIDADE LIMITADA;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
