TP_FUNDO_CLASSE;CNPJ_FUNDO_CLASSE;DENOM_SOCIAL;DT_COMPTC;TAB_X_SCR_RISCO_DEVEDOR_AA;TAB_X_SCR_RISCO_DEVEDOR_A;TAB_X_SCR_RISCO_DEVEDOR_B;TAB_X_SCR_RISCO_DEVEDOR_C;TAB_X_SCR_RISCO_DEVEDOR_D;TAB_X_SCR_RISCO_DEVEDOR_E;TAB_X_SCR_RISCO_DEVEDOR_F;TAB_X_SCR_RISCO_DEVEDOR_G;TAB_X_SCR_RISCO_DEVEDOR_H;TAB_X_SCR_RISCO_OPER_AA;TAB_X_SCR_RISCO_OPER_A;TAB_X_SCR_RISCO_OPER_B;TAB_X_SCR_RISCO_OPER_C;TAB_X_SCR_RISCO_OPER_D;TAB_X_SCR_RISCO_OPER_E;TAB_X_SCR_RISCO_OPER_F;TAB_X_SCR_RISCO_OPER_G;TAB_X_SCR_RISCO_OPER_H;TAB_X_DEBITO_TRIBUT
Classe;32.948.668/0001-51;G5 CRÉDITOS CONDOMINIAIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - NÃO PADRONIZADOS;2025-02-28;14277639.94;6152456.90;27754858.71;0.00;0.00;903010.24;429788.13;0.00;126051.43;14277639.94;6152456.90;27754858.71;0.00;0.00;903010.24;429788.13;0.00;126051.43;655052.56
Classe;32.969.493/0001-69;LIBER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO;2025-02-28;5942621.14;0.00;574847.07;0.00;0.00;560233.06;420098.59;0.00;1278826.56;5942621.14;0.00;574847.07;0.00;0.00;560233.06;420098.59;0.00;1278826.56;12799521.97
Classe;32.969.565/0001-78;SANTIAGO HOME EQUITY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;69772168.96;0.00;0.00;0.00;0.00;12016931.52;403509.11;0.00;0.00;69772168.96;0.00;0.00;0.00;0.00;12016931.52;403509.11;0.00;0.00;0.00
Classe;32.990.687/0001-46;MUNDI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENT0S;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;9205613.86
Classe;32.990.730/0001-73;C+ VALORA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;69572639.41;0.00;3313750.67;0.00;0.00;2015818.36;1327274.42;0.00;16987484.89;69572639.41;0.00;3313750.67;0.00;0.00;2015818.36;1327274.42;0.00;16987484.89;96171816.27
Classe;32.990.792/0001-85;STEEL BANK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;5882989.02;0.00;14651.72;0.00;0.00;5360.62;271494.67;0.00;2417.12;5882989.02;0.00;14651.72;0.00;0.00;5360.62;271494.67;0.00;2417.12;0.00
Classe;32.999.032/0001-39;MATRIZ FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;32.999.089/0001-38;STRUCTURE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;212575497.16;0.00;0.00;0.00;119527706.55;22618863.07;53116312.30;0.00;126504820.04;212575497.16;0.00;0.00;0.00;119527706.55;22618863.07;53116312.30;0.00;126504820.04;0.00
Classe;33.003.417/0001-67;VASTA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;27912507.45;0.00;344592.85;0.00;0.00;6927513.90;3929842.13;0.00;4436247.47;27912507.45;0.00;344592.85;0.00;0.00;6927513.90;3929842.13;0.00;4436247.47;43368379.13
Classe;33.019.220/0001-16;GENESIS FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE  LIMITADA;2025-02-28;130928376.65;0.00;19382000.66;0.00;0.00;14831.71;574453.28;0.00;94533.73;130928376.65;0.00;19382000.66;0.00;0.00;14831.71;574453.28;0.00;94533.73;53575383.83
Classe;33.076.242/0001-18;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ALBAUGH RESPONSABILIDADE LIMITADA;2025-02-28;70301690.10;0.00;54191973.86;0.00;66081207.03;17432971.98;48988801.35;84403093.97;95530000.94;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;33.079.358/0001-00;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SILVERSTONES;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;33.133.194/0001-52;JES FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;98759670.54
Classe;33.180.054/0001-35;ETR CAPITAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;33.254.370/0001-04;MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;33.256.234/0001-53;ARTESANAL PFN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;33.269.968/0001-77;ASPEN FUNDO DE INVESTIMENTO EM COTAS DE FIDC DE RESPONSABILIDADE LIMITADA;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;33.289.359/0001-80;NOVA CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;104459859.40;0.00;6042365.46;0.00;0.00;1377610.76;217878.06;0.00;1559726.16;104459859.40;0.00;6042365.46;0.00;0.00;1377610.76;217878.06;0.00;1559726.16;59727753.22
Classe;33.447.973/0001-22;LEGACY A FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;33.475.421/0001-28;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS AZQ ALL CREDIT HY DE RESPONSABILIDADE ILIMITADA;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;33.475.501/0001-83;XPJUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;33.489.701/0001-95;EXTRA BALANCE TOP SIERRA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO FINANCEIRO;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;33.490.076/0001-00;ASSET BANK - II FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2025-02-28;0.00;61127082.50;12472408.00;390995.30;643735.00;233054.10;591970.50;2252485.30;257408.80;0.00;61127082.50;12472408.00;390995.30;643735.00;233054.10;591970.50;2252485.30;257408.80;0.00
Classe;33.499.715/0001-90;ATICCA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORI;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;33.499.726/0001-70;BRISTOL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2025-02-28;54266610.94;0.00;1670373.60;0.00;0.00;5694827.13;134160.30;0.00;2376145.41;54266610.94;0.00;1670373.60;0.00;0.00;5694827.13;134160.30;0.00;2376145.41;51467803.38
Classe;33.512.396/0001-05;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CREDITAS AUTO IV RESPONSABILIDADE LIMITADA;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;33.512.447/0001-07;DESKONT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;33.512.487/0001-40;WHITE TIGER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;33.512.746/0001-33;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS BRZ CAPITAL CONSIG I RESPONSABILIDADE LIMITADA;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;33.521.203/0001-82;VALYOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS IMOBILIÁRIOS DE RESPONSABILIDADE LIMITADA;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;33.521.644/0001-84;ITÁLIA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;33.588.243/0001-41;SIZE FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2025-02-28;1176649.96;0.00;0.00;0.00;0.00;3140.75;0.00;0.00;238808.87;1176649.96;0.00;0.00;0.00;0.00;3140.75;0.00;0.00;238808.87;687817.37
Classe;33.632.618/0001-23;NOVA CAPITAL FUNDO DE INVESTIMENTO EM QUOTAS FUNDOS DE INVESTIMENTO EM DIREITOS CREDITORIOS;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;33.701.253/0001-41;TRADIÇÃO FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2025-02-28;3031714.94;7185630.70;2840223.00;54540.90;0.00;81708.09;0.00;0.00;6058.05;3031714.94;7185630.70;2840223.00;54540.90;0.00;81708.09;0.00;0.00;6058.05;0.00
Classe;33.701.265/0001-76;FXN CAPITAL FUNDO DE INVESTIMENTOS EM DIREITOS CREDITORIOS;2025-02-28;6830288.43;0.00;0.00;0.00;999393.56;64285.03;614874.27;25646.00;1063131.72;6830288.43;0.00;0.00;0.00;999393.56;64285.03;614874.27;25646.00;1063131.72;0.00
Classe;33.701.697/0001-87;MELBOURNE FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;33.736.744/0001-28;VOLPATO - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;0.00;0.00;3699144.42;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3699144.42;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;33.823.914/0001-01;CROWN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2025-02-28;37264904.72;0.00;4171362.79;0.00;0.00;0.00;0.00;0.00;12741.91;37264904.72;0.00;4171362.79;0.00;0.00;0.00;0.00;0.00;12741.91;9647203.02
Classe;33.823.944/0001-18;EXPLORER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;33.827.236/0001-55;KING FIC DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;33.827.572/0001-06;MEGA INFINITY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;33.953.549/0001-50;AGROSS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;0.00;105679331.60;310019.50;192373.50;0.00;0.00;0.00;18504.00;110727.30;0.00;105679331.60;310019.50;192373.50;0.00;0.00;0.00;18504.00;110727.30;0.00
Classe;34.027.522/0001-07;BANSULCRED FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;25402378.97;0.00;664671.26;0.00;0.00;0.00;2061.05;0.00;0.00;25402378.97;0.00;664671.26;0.00;0.00;0.00;2061.05;0.00;0.00;4326137.78
Classe;34.027.549/0001-91;SMARTCRED FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;5803763.27;0.00;1764110.84;0.00;0.00;102530.83;160702.55;144340.75;1043064.84;5803763.27;0.00;1764110.84;0.00;0.00;102530.83;160702.55;144340.75;1043064.84;5414719.26
Classe;34.081.563/0001-73;HECTARE II - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;0.00;0.00;28090802.72;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;28090802.72;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;34.082.112/0001-50;NOBEL FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2025-02-28;45919282.01;0.00;2576098.20;0.00;0.00;45457.74;0.00;0.00;6122305.44;45919282.01;0.00;2576098.20;0.00;0.00;45457.74;0.00;0.00;6122305.44;28618657.49
Classe;34.096.044/0001-89;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CREDITAS CONSIGNADO;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;34.096.104/0001-63;ART SPECIALE FI EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABLIDADE LIMITADA;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;34.197.588/0001-37;DAY MAXX 2 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2025-02-28;1029546274.46;125653660.88;103839662.33;109698961.47;208025570.35;361172081.40;53451359.91;31216532.79;14891153.79;1029546274.46;125653660.88;103839662.33;109698961.47;208025570.35;361172081.40;53451359.91;31216532.79;14891153.79;0.00
Classe;34.218.194/0001-18;BLESSED FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO - PADRONIZADOS;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;34.218.393/0001-26;KALYTERA II FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2025-02-28;52847033.95;173679930.30;0.00;0.00;0.00;0.00;0.00;0.00;618545.75;52847033.95;173679930.30;0.00;0.00;0.00;0.00;0.00;0.00;618545.75;0.00
Classe;34.218.864/0001-04;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MOTO-HONDA;2025-02-28;275234276.61;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;275234276.61;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;34.218.918/0001-23;LGX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-02-28;59450553.22;0.00;398162.44;0.00;0.00;284868.23;160123.71;0.00;719804.11;59450553.22;0.00;398162.44;0.00;0.00;284868.23;160123.71;0.00;719804.11;0.00
Classe;34.218.936/0001-05;EDISON FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;34.218.953/0001-42;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CREDITAS TEMPUS II - RESPONSABILIDADE LIMITADA;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;34.218.960/0001-44;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ALION CONSIGNADOS;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;34.395.364/0001-30;CIVITAS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;34.407.714/0001-30;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIÓS ANTECIPA  RESPONSABILIDADE LIMITADA;2025-02-28;118740105.25;1585904.16;2026.00;2550296.28;3622526.11;333154.60;310226.64;16372.36;98483.11;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;34.408.539/0001-04;CREDITO UNIVERSITARIO III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-02-28;289875858.33;1470192.54;1483752.55;1628064.89;1175282.95;947712.28;985326.27;839185.48;2184811.72;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;34.427.162/0001-22;FM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS 4;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;34.461.516/0001-55;FUNDO DE INVESTIMENTOEM DIREITOS CREDITÓRIOS ANGÁ SABEMI CONSIGNADOS XII - RESPONSABILIDADE LIMITADA;2025-02-28;182302164.39;0.00;6831582.32;1411051.11;2042665.05;1078791.51;929403.51;1004221.94;10217633.25;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;34.475.955/0001-17;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS EMPÍRICA MEZZO SAÚDE;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;34.475.959/0001-03;PACIFIC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;34.475.989/0001-01;BLACKCOMB FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;34.508.357/0001-05;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS IRON CAPITAL - MEUCASHCARD;2025-02-28;382057776.04;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;382057776.04;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;34.508.740/0001-55;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ENERGIA SOLAR;2025-02-28;44899984.26;17734.56;243246.65;31009.74;0.00;58780.25;27635.16;230329.62;347110788.84;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;34.521.809/0001-80;SRM EXODUS PME FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;313442255.28;0.00;0.00;0.00;0.00;3590856.60;3329958.42;3708025.42;73438447.44;313442255.28;0.00;0.00;0.00;0.00;3590856.60;3329958.42;3708025.42;73438447.44;6682231.57
Classe;34.644.098/0001-31;DELTA ENERGIA PRÉ-PAGAMENTO I - FIDC DE RESPONSABILIDADE LIMITADA;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;34.661.403/0001-01;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FISERV - RESPONSABILIDADE LIMITADA;2025-02-28;27945716.09;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;34.691.203/0001-93;ECOAGRO INSUMOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;138217190.39;2737308.02;0.00;0.00;0.00;0.00;0.00;0.00;0.00;138217190.39;2737308.02;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;34.691.362/0001-98;ZEUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;1284907.58;0.00;0.00;0.00;0.00;0.00;0.00;0.00;400137.11;1284907.58;0.00;0.00;0.00;0.00;0.00;0.00;0.00;400137.11;0.00
Classe;34.691.408/0001-79;BRIT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;34.736.565/0001-53;FAÍSCA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-02-28;0.00;0.00;5831219.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5831219.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;34.736.673/0001-26;BW GSS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;34.737.918/0001-30;STEP-UP XII FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS RESPONSABILIDADE LIMITADA;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;34.780.492/0001-05;SOLIS CAPITAL ANTARES LIGHT MASTER FUNDO DE INVESTIMENTO EM COTAS DE FI EM DIREITOS CREDITORIOS;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;34.850.033/0001-42;AGROCRED FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;46477552.36;0.00;0.00;0.00;0.00;0.00;0.00;0.00;722739.48;46477552.36;0.00;0.00;0.00;0.00;0.00;0.00;0.00;722739.48;263971.48
Classe;34.850.088/0001-52;SUMUP I FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA;2025-02-28;509138501.56;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;509138501.56;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;34.867.743/0001-85;BLP CRÉDITO JUDICIAL IV FIC DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSAB. LIMITADA;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;34.964.344/0001-32;JC CRÉDITOS JUDICIAIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;34.964.529/0001-47;MORELIA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;35.138.000/0001-37;CONTAÍ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;24238430.32;0.00;0.00;0.00;882671.08;532096.93;0.00;819330.38;14303495.19;24238430.32;0.00;0.00;0.00;882671.08;532096.93;0.00;819330.38;14303495.19;27900108.89
Classe;35.138.028/0001-74;JIF CRÉDITOS - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CRÉD PRIV DE RESPONSABILIDADE ILIMITADA;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;35.138.041/0001-23;BC CONSÓRCIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;35.138.047/0001-09;NAGOIA DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;35.138.063/0001-93;ITAPUÍ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
