TP_FUNDO_CLASSE;CNPJ_FUNDO_CLASSE;DENOM_SOCIAL;DT_COMPTC;TAB_V_A_VL_DIRCRED_PRAZO;TAB_V_A1_VL_PRAZO_VENC_30;TAB_V_A2_VL_PRAZO_VENC_60;TAB_V_A3_VL_PRAZO_VENC_90;TAB_V_A4_VL_PRAZO_VENC_120;TAB_V_A5_VL_PRAZO_VENC_150;TAB_V_A6_VL_PRAZO_VENC_180;TAB_V_A7_VL_PRAZO_VENC_360;TAB_V_A8_VL_PRAZO_VENC_720;TAB_V_A9_VL_PRAZO_VENC_1080;TAB_V_A10_VL_PRAZO_VENC_MAIOR_1080;TAB_V_B_VL_DIRCRED_INAD;TAB_V_B1_VL_INAD_30;TAB_V_B2_VL_INAD_60;TAB_V_B3_VL_INAD_90;TAB_V_B4_VL_INAD_120;TAB_V_B5_VL_INAD_150;TAB_V_B6_VL_INAD_180;TAB_V_B7_VL_INAD_360;TAB_V_B8_VL_INAD_720;TAB_V_B9_VL_INAD_1080;TAB_V_B10_VL_INAD_MAIOR_1080;TAB_V_C_VL_DIRCRED_ANTECIPADO;TAB_V_C1_VL_ANTECIPADO_30;TAB_V_C2_VL_ANTECIPADO_60;TAB_V_C3_VL_ANTECIPADO_90;TAB_V_C4_VL_ANTECIPADO_120;TAB_V_C5_VL_ANTECIPADO_150;TAB_V_C6_VL_ANTECIPADO_180;TAB_V_C7_VL_ANTECIPADO_360;TAB_V_C8_VL_ANTECIPADO_720;TAB_V_C9_VL_ANTECIPADO_1080;TAB_V_C10_VL_ANTECIPADO_MAIOR_1080
Classe;32.316.919/0001-85;CASE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;1060169.04;297686.58;184776.59;158232.74;152819.54;147716.89;69913.46;49023.24;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;32.316.940/0001-80;FINANZI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2025-02-28;23721002.75;15618266.44;3467403.62;1219825.14;312027.62;1985018.14;215349.89;739345.09;126510.55;37256.26;0.00;1969957.01;1144535.61;296196.43;183072.06;112740.95;136744.00;33620.04;63047.92;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;32.321.306/0001-36;ARAGUAIA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;89264167.12;3418315.21;2882635.51;2902560.29;2352703.39;2126445.22;2122552.28;14843283.14;21029686.75;11741710.96;25844274.37;8130905.20;8130905.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;32.321.307/0001-80;CITY - 02 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS RESPONSABILIDADE ILIMITADA;2025-02-28;404347655.39;6041875.29;11983123.47;5796412.45;30226441.60;5539393.09;5169019.17;64381738.61;251040436.11;24169215.60;0.00;156044842.90;100790025.13;28264805.48;0.00;1043266.75;0.00;0.00;0.00;0.00;25946745.54;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;32.388.130/0001-30;PCS II BT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃOPADRONIZADOS;2025-02-28;106767568.22;0.00;0.00;0.00;0.00;0.00;0.00;71388.73;250640.96;0.00;106445538.53;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;32.388.135/0001-62;MULTIAGRO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;341908144.26;15093858.45;17154953.13;26937593.32;16696943.64;11222975.90;60868318.31;41719662.89;111564623.50;17898323.26;22750891.86;10252415.75;4127971.19;192380.45;248726.43;30758.73;27820.90;28821.83;472001.14;5123935.08;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;32.388.169/0001-57;CANAL 47 FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO PADRONIZADO;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;32.388.171/0001-26;UNIQUE AAA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;50190009.91;15359514.04;9122990.03;7666997.97;2107824.82;1920123.95;1084279.08;8837532.65;3834082.91;256664.46;0.00;6145150.44;683681.27;357434.29;243319.64;263343.11;252538.35;1332624.87;3012208.91;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;32.388.176/0001-59;BOMTRATO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - NÃO PADRONIZADOS;2025-02-28;201096517.76;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;201096517.76;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;32.388.184/0001-03;PSS PRINCIPAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - NÃO PADRONIZADOS;2025-02-28;178031996.48;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;178031996.48;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;32.388.193/0001-96;PSS KYROS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - NÃO PADRONIZADOS;2025-02-28;3412039.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3412039.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;32.388.204/0001-38;RADIX SENIOR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;32.400.342/0001-95;KYKLOS N FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE  LIMITADA;2025-02-28;290793328.73;115061352.65;95497428.72;80234547.36;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4235995.35;4235995.35;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;32.510.444/0001-63;G5 EO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2025-02-28;4961835.73;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2828842.68;2132993.05;62148429.65;61003552.45;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1144877.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;32.510.527/0001-52;CANAL 56 FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO PADRONIZADOS;2025-02-28;86265967.08;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;86265967.08;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;32.510.577/0001-30;MULTIPLICA LONG TERM LONGO PRAZO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;63628964.75;13790748.35;2375892.41;3561682.60;3407037.59;2771882.87;3309891.54;14072437.77;6373362.85;13966028.77;0.00;3096723.03;896723.03;200000.00;200000.00;200000.00;200000.00;200000.00;1200000.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;32.510.621/0001-01;MANI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;6213850.84;596152.90;358612.95;354120.06;340489.60;890346.07;791930.75;2882198.51;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;32.511.204/0001-83;ALLUGG FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;32.511.268/0001-84;PREMIER RP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;1267265.08;338090.58;168551.54;135215.93;123775.03;99363.45;70515.51;221400.27;104638.95;5713.82;0.00;319306.04;76708.75;12295.56;12295.56;15306.18;12295.56;19661.51;61477.80;109265.12;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;32.511.681/0001-49;BLP PCJ VII FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-02-28;23612830.93;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;23612830.93;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;32.517.659/0001-06;AMB FUNDO DE INVESTIMENTOS EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;32.525.711/0001-76;UNIÃO LONG PRAZO FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;32.526.025/0001-10;COBUCCIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  DE CLASSE ÚNICA FECHADA DE RESPONS LIMITADA;2025-02-28;750934104.33;268582199.82;160204876.70;71379121.51;40081302.47;30474538.43;22302090.61;78052079.15;36617176.99;3061506.58;40179212.07;1251971304.07;225534243.75;147143460.10;145732969.86;115979540.65;135443550.50;100513019.47;381624519.74;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;32.527.650/0001-86;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS PICPAY I;2025-02-28;3107451908.03;1426117404.18;708175801.67;333836341.25;200606315.24;144096444.39;96542456.89;194739480.07;3337664.34;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;32.528.203/0001-41;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS EV CONSIGNADO FEDERAL II (F2);2025-02-28;128084977.13;3753504.83;3668204.72;3612444.20;3536345.37;3467877.71;3376977.50;18728350.42;29894969.92;25621292.81;32425009.65;7671847.43;1197995.72;838676.47;644745.99;664515.91;424870.23;384183.02;1698594.50;1654515.97;163749.62;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;32.528.241/0001-02;DANIELE MÚLTIPLO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;134969911.43;18163824.88;19731654.31;22125259.28;32170095.91;11655880.52;11395353.58;19391186.10;336656.85;0.00;0.00;40934943.86;5669259.34;5279466.58;3046356.59;2274696.64;3719026.60;630047.59;15323831.56;4992258.96;0.00;0.00;81809.08;81809.08;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;32.623.411/0001-20;BRAZIL MEDIUM TERM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS MULTISSETORIAL;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;13755209.25;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3540.19;2384903.81;11366765.25;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;32.670.379/0001-33;ALLIANCE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;1244363.66;1053888.41;36094.40;35147.05;34049.23;22716.05;13212.76;49255.76;0.00;0.00;0.00;289702.12;61773.75;12100.00;131128.37;12100.00;12100.00;12100.00;48400.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;32.696.765/0001-02;G5 FINTECH FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;32.724.252/0001-50;RB CAPITAL CREDIT ALPHA STRATEGY I FIDC - RESPONSABILIDADE LIMITADA;2025-02-28;565274874.88;16027848.59;16696204.22;16478938.37;16208504.94;15966703.91;15700900.34;88926754.66;153832513.71;126418697.46;99017808.68;27265017.83;1690388.40;1468496.86;1391398.50;1336582.01;1240630.21;1133517.35;5849217.83;7687392.92;4689175.38;778218.37;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;32.771.763/0001-22;SÃO MARTINHO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2025-02-28;96227810.79;6900918.92;6245397.06;4716631.72;4434812.79;5195790.02;4756536.60;14061095.86;17768335.43;15436965.03;16711327.36;3201838.39;652245.07;880804.33;231456.71;218831.57;210707.30;187397.08;820396.33;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;32.774.233/0001-38;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PRECATÓRIOS BRASIL;2025-02-28;775804636.31;43663845.19;8576863.69;39943571.45;10873753.14;35580673.39;15910020.26;201535508.38;344214881.98;42854703.69;32650815.14;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;32.907.712/0001-85;ALIANÇA CRED FUNDO DE INVESTIMENTO EM  DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;32.933.119/0001-03;AMPLIC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;3402084.24;1747374.14;529996.25;236039.86;187494.03;270889.82;95685.55;334604.59;0.00;0.00;0.00;395619.66;359424.63;36053.53;141.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;32.948.513/0001-15;LANA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;10577986.59;3230228.77;2080781.95;954780.37;335591.20;309561.13;299451.97;1465512.64;1845810.91;56267.65;0.00;922137.29;640793.91;171021.50;57671.72;52650.16;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;32.948.668/0001-51;G5 CRÉDITOS CONDOMINIAIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - NÃO PADRONIZADOS;2025-02-28;33676371.79;207448.09;267597.56;253162.79;242963.11;238777.87;227237.01;6225007.48;3921672.46;17906564.43;4185940.99;12324008.00;72797.61;45993.75;8005.26;842681.88;841894.22;784550.69;3995986.61;4680405.33;868012.16;183680.49;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;32.969.493/0001-69;LIBER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO;2025-02-28;7366205.71;1990937.43;1032523.94;797393.37;483744.75;484515.95;423441.00;1456498.76;59922.62;0.00;637227.89;1410420.71;841673.67;300935.65;74162.80;32701.02;11870.60;25384.13;123692.84;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;32.969.565/0001-78;SANTIAGO HOME EQUITY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;25093324.86;583599.64;643681.67;612305.61;584426.20;599687.57;581907.02;3024976.53;5973039.22;3376262.50;9113438.90;5926507.43;762389.09;596874.15;323507.47;367281.16;330441.42;327735.51;1464161.72;1402394.69;343965.39;7756.83;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;32.990.687/0001-46;MUNDI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENT0S;2025-02-28;3256913.34;325532.15;74777.12;273913.84;279102.54;283855.42;289206.46;1569123.07;161402.74;0.00;0.00;419423.62;419423.62;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;20527.26;20527.26;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;32.990.730/0001-73;C+ VALORA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;83387202.87;5545023.03;5655546.81;5543516.87;5223582.65;4927595.26;4601877.18;21771561.62;21687329.21;6772771.59;1658398.65;9829764.88;1646319.80;1273205.11;1113168.40;1032557.85;969376.19;840566.97;2658162.45;294975.08;1433.03;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;32.990.792/0001-85;STEEL BANK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;32.999.032/0001-39;MATRIZ FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;32.999.089/0001-38;STRUCTURE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;449357254.59;12586000.17;17331507.56;16745402.43;16180269.11;15765479.16;15102800.75;72132708.94;105120123.17;72340372.51;106052590.79;84985944.53;16513059.30;9760213.11;6529257.50;5658987.96;2097773.66;2397565.93;11562829.09;16521150.84;8806218.36;5138888.78;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;33.003.417/0001-67;VASTA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;42414595.01;4372569.74;4255243.91;3860088.26;3623355.05;2998541.73;2130149.93;8935711.22;6483774.11;3656660.99;2098500.07;1136108.79;203644.15;197366.49;597778.02;137320.13;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;33.019.220/0001-16;GENESIS FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE  LIMITADA;2025-02-28;48286054.00;12217662.52;121551.76;119658.27;2747258.48;116610.62;115247.98;780373.92;1782075.77;0.00;30285614.68;2777242.56;130566.65;129863.85;178625.28;83241.62;968140.36;84187.05;847144.51;355473.24;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;33.076.242/0001-18;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ALBAUGH RESPONSABILIDADE LIMITADA;2025-02-28;310161656.51;5441898.33;12305978.79;291246203.07;0.00;0.00;1167576.32;0.00;0.00;0.00;0.00;126768082.72;2496609.00;1834900.37;4521014.59;5498915.51;19689230.85;34322427.77;18092184.70;40312799.93;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;33.079.358/0001-00;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SILVERSTONES;2025-02-28;97462400.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;97462400.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;33.133.194/0001-52;JES FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS;2025-02-28;43238377.40;3603682.90;5111192.57;8255636.64;10307648.94;15176056.21;19819.87;124830.63;206427.18;189686.70;243395.76;8408.88;8408.88;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;33.180.054/0001-35;ETR CAPITAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;33.254.370/0001-04;MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO;2025-02-28;993323553.37;32667383.89;33172782.07;32565917.75;29522456.02;32891133.88;29066003.39;163732055.74;272800414.95;202064641.28;164840764.40;1034135884.44;5711525.54;6148173.54;3786285.62;4768067.52;4517538.09;4856759.76;32928462.03;82311859.04;261473181.14;627634032.16;18004285.90;7732767.07;1237846.46;745212.46;493207.26;451760.18;341603.47;1510593.07;2020056.72;1690537.27;1780701.94
Classe;33.256.234/0001-53;ARTESANAL PFN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;33.269.968/0001-77;ASPEN FUNDO DE INVESTIMENTO EM COTAS DE FIDC DE RESPONSABILIDADE LIMITADA;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;33.289.359/0001-80;NOVA CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;6946573.17;2318891.62;2749312.10;1558785.80;311317.33;8266.32;0.00;0.00;0.00;0.00;0.00;170743.57;169709.68;1033.89;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;33.447.973/0001-22;LEGACY A FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;33.475.421/0001-28;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS AZQ ALL CREDIT HY DE RESPONSABILIDADE ILIMITADA;2025-02-28;68990246.34;0.00;0.00;0.00;0.00;0.00;0.00;1919047.00;3305572.69;9190642.84;54574983.81;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;33.475.501/0001-83;XPJUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-02-28;70308555.94;2665972.56;2535519.18;2043361.12;3527471.13;1766717.75;2079183.50;3084322.12;39741.37;52566267.21;0.00;99118334.75;2967912.87;4103081.36;1990178.33;2151181.99;2969806.22;3623402.17;8050781.20;38173536.82;26486835.71;8601618.08;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;33.489.701/0001-95;EXTRA BALANCE TOP SIERRA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO FINANCEIRO;2025-02-28;25403404.48;25403026.65;377.83;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;21427468.38;14949029.01;962712.89;515691.52;755726.27;517213.88;465977.96;1629657.69;1435657.10;195802.06;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;33.490.076/0001-00;ASSET BANK - II FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2025-02-28;13379281.66;444030.72;281207.51;50497.42;39131.13;25913.90;22761.61;337166.04;75103.85;14931.09;12088538.39;302571.40;203359.71;45414.95;10842.99;13683.22;14053.20;15217.33;0.00;0.00;0.00;0.00;19956.16;16421.31;1069.83;671.60;618.30;569.51;315.49;290.12;0.00;0.00;0.00
